Player,Date,Country,Manager1,Min,Gls,PK,CrdY,CrdR,OG
Carl Medjani,2016-11-12,Algeria, Salisu Yusuf,70.0,0.0,0.0,0.0,0.0,0.0
   Mehdi Abeid,2016-11-12,Algeria, Salisu Yusuf,20.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,2016-11-12,Algeria, Salisu Yusuf,90.0,0.0,0.0,0.0,0.0,0.0
Saphir Taider,2016-11-12,Algeria, Salisu Yusuf,85.0,0.0,0.0,0.0,0.0,0.0
   Baghdad Bounedjah,2016-11-12,Algeria, Salisu Yusuf,5.0,0.0,0.0,0.0,0.0,0.0
Ismael Bennacer,2017-11-10,Algeria, Rabah Madjer,75.0,0.0,0.0,0.0,0.0,0.0
   Baghdad Bounedjah,2017-11-10,Algeria, Rabah Madjer,15.0,0.0,0.0,1.0,0.0,0.0
Yacine Brahimi,2017-11-10,Algeria, Rabah Madjer,90.0,1.0,1.0,1.0,0.0,0.0
Liassine Cadamuro,2017-11-10,Algeria, Rabah Madjer,90.0,0.0,0.0,0.0,0.0,0.0
Farouk Chafai,2017-11-10,Algeria, Rabah Madjer,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Chaouchi,2017-11-10,Algeria, Rabah Madjer,90.0,0.0,0.0,0.0,0.0,0.0
Zinedine Ferhat,2017-11-10,Algeria, Rabah Madjer,90.0,0.0,0.0,0.0,0.0,0.0
Riyad Mahrez,2017-11-10,Algeria, Rabah Madjer,63.0,0.0,0.0,0.0,0.0,0.0
   Sofiane Hanni,2017-11-10,Algeria, Rabah Madjer,27.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2017-11-10,Algeria, Rabah Madjer,90.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2017-11-10,Algeria, Rabah Madjer,90.0,0.0,0.0,0.0,0.0,0.0
Chemseddine Nessakh,2017-11-10,Algeria, Rabah Madjer,29.0,0.0,0.0,0.0,0.0,0.0
   Ayoub Abdellaoui,2017-11-10,Algeria, Rabah Madjer,61.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,2017-11-10,Algeria, Rabah Madjer,90.0,0.0,0.0,1.0,0.0,0.0
Islam Slimani,2018-06-07,Algeria, Fernando Santos,84.0,0.0,0.0,0.0,0.0,0.0
   Hillel Soudani,2018-06-07,Algeria, Fernando Santos,6.0,0.0,0.0,0.0,0.0,0.0
Yacine Brahimi,2018-06-07,Algeria, Fernando Santos,90.0,0.0,0.0,0.0,0.0,0.0
Riyad Mahrez,2018-06-07,Algeria, Fernando Santos,90.0,0.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2018-06-07,Algeria, Fernando Santos,90.0,0.0,0.0,0.0,0.0,0.0
Salim Boukhanchouche,2018-06-07,Algeria, Fernando Santos,56.0,0.0,0.0,1.0,0.0,0.0
   Mohamed Benkhemassa,2018-06-07,Algeria, Fernando Santos,34.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2018-06-07,Algeria, Fernando Santos,70.0,0.0,0.0,0.0,0.0,0.0
   Baghdad Bounedjah,2018-06-07,Algeria, Fernando Santos,20.0,0.0,0.0,0.0,0.0,0.0
Mokhtar Benmoussa,2018-06-07,Algeria, Fernando Santos,90.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2018-06-07,Algeria, Fernando Santos,90.0,0.0,0.0,0.0,0.0,0.0
Ramy Bensebaini,2018-06-07,Algeria, Fernando Santos,90.0,0.0,0.0,1.0,0.0,0.0
Zinedine Ferhat,2018-06-07,Algeria, Fernando Santos,90.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Salhi,2018-06-07,Algeria, Fernando Santos,90.0,0.0,0.0,0.0,0.0,0.0
Essaid Belkalem,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Yacine Brahimi,2014-06-26,Algeria, Fabio Capello,70.0,0.0,0.0,0.0,0.0,0.0
   Hassan Yebda,2014-06-26,Algeria, Fabio Capello,20.0,0.0,0.0,0.0,0.0,0.0
Abdelmoumene Djabou,2014-06-26,Algeria, Fabio Capello,76.0,0.0,0.0,0.0,0.0,0.0
   Nabil Ghilas,2014-06-26,Algeria, Fabio Capello,14.0,0.0,0.0,1.0,0.0,0.0
Sofiane Feghouli,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Djamel Mesbah,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,1.0,0.0,0.0
Islam Slimani,2014-06-26,Algeria, Fabio Capello,89.0,1.0,0.0,0.0,0.0,0.0
   Hillel Soudani,2014-06-26,Algeria, Fabio Capello,1.0,0.0,0.0,0.0,0.0,0.0
Essaid Belkalem,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Yacine Brahimi,2014-06-26,Algeria, Fabio Capello,70.0,0.0,0.0,0.0,0.0,0.0
   Hassan Yebda,2014-06-26,Algeria, Fabio Capello,20.0,0.0,0.0,0.0,0.0,0.0
Abdelmoumene Djabou,2014-06-26,Algeria, Fabio Capello,76.0,0.0,0.0,0.0,0.0,0.0
   Nabil Ghilas,2014-06-26,Algeria, Fabio Capello,14.0,0.0,0.0,1.0,0.0,0.0
Sofiane Feghouli,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,0.0,0.0,0.0
Djamel Mesbah,2014-06-26,Algeria, Fabio Capello,90.0,0.0,0.0,1.0,0.0,0.0
Islam Slimani,2014-06-26,Algeria, Fabio Capello,89.0,1.0,0.0,0.0,0.0,0.0
   Hillel Soudani,2014-06-26,Algeria, Fabio Capello,1.0,0.0,0.0,0.0,0.0,0.0
Lamine Abid,2018-05-09,Algeria, Juan Antonio Pizzi,90.0,0.0,0.0,0.0,0.0,0.0
Abdennour Belkheir,2018-05-09,Algeria, Juan Antonio Pizzi,52.0,0.0,0.0,0.0,0.0,0.0
   Hocine El Orfi,2018-05-09,Algeria, Juan Antonio Pizzi,38.0,0.0,0.0,0.0,0.0,0.0
Sid Ali Lakroum,2018-05-09,Algeria, Juan Antonio Pizzi,58.0,0.0,0.0,0.0,0.0,0.0
   Habib Bouguelmouna,2018-05-09,Algeria, Juan Antonio Pizzi,32.0,0.0,0.0,1.0,0.0,0.0
Ismael Bennacer,2018-05-09,Algeria, Juan Antonio Pizzi,76.0,0.0,0.0,0.0,0.0,0.0
   Abdelkrim Zouari,2018-05-09,Algeria, Juan Antonio Pizzi,14.0,0.0,0.0,0.0,0.0,0.0
Hichem Cherif El Ouazani,2018-05-09,Algeria, Juan Antonio Pizzi,71.0,0.0,0.0,0.0,0.0,0.0
   Abderrahmane Bourdim,2018-05-09,Algeria, Juan Antonio Pizzi,19.0,0.0,0.0,0.0,0.0,0.0
Salim Boukhanchouche,2018-05-09,Algeria, Juan Antonio Pizzi,45.0,0.0,0.0,1.0,0.0,0.0
   Mohamed Benkhemassa,2018-05-09,Algeria, Juan Antonio Pizzi,45.0,0.0,0.0,0.0,0.0,0.0
Mokhtar Benmoussa,2018-05-09,Algeria, Juan Antonio Pizzi,90.0,0.0,0.0,1.0,0.0,0.0
Farouk Chafai,2018-05-09,Algeria, Juan Antonio Pizzi,90.0,0.0,0.0,1.0,0.0,0.0
Mohamed Naamani,2018-05-09,Algeria, Juan Antonio Pizzi,90.0,0.0,0.0,1.0,0.0,0.0
Ayoub Azzi,2018-05-09,Algeria, Juan Antonio Pizzi,63.0,0.0,0.0,0.0,0.0,0.0
   Islam Arous,2018-05-09,Algeria, Juan Antonio Pizzi,27.0,0.0,0.0,0.0,0.0,0.0
Toufik Moussaoui,2018-05-09,Algeria, Juan Antonio Pizzi,90.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Chaouchi,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Djebbour,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Foued Kadir,2010-06-13,Algeria, Matjaz Kek,81.0,0.0,0.0,0.0,0.0,0.0
   Adlene Guedioura,2010-06-13,Algeria, Matjaz Kek,9.0,0.0,0.0,0.0,0.0,0.0
Mehdi Lacen,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-06-13,Algeria, Matjaz Kek,80.0,0.0,0.0,0.0,0.0,0.0
   Rafik Saifi,2010-06-13,Algeria, Matjaz Kek,10.0,0.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,1.0,0.0,0.0
Karim Ziani,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Chaouchi,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Djebbour,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Foued Kadir,2010-06-13,Algeria, Matjaz Kek,81.0,0.0,0.0,0.0,0.0,0.0
   Adlene Guedioura,2010-06-13,Algeria, Matjaz Kek,9.0,0.0,0.0,0.0,0.0,0.0
Mehdi Lacen,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-06-13,Algeria, Matjaz Kek,80.0,0.0,0.0,0.0,0.0,0.0
   Rafik Saifi,2010-06-13,Algeria, Matjaz Kek,10.0,0.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,1.0,0.0,0.0
Karim Ziani,2010-06-13,Algeria, Matjaz Kek,90.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,2014-03-05,Algeria, Vahid Halilhodzic,70.0,0.0,0.0,0.0,0.0,0.0
   Rafik Djebbour,2014-03-05,Algeria, Vahid Halilhodzic,20.0,0.0,0.0,0.0,0.0,0.0
Hillel Soudani,2014-03-05,Algeria, Vahid Halilhodzic,84.0,1.0,0.0,0.0,0.0,0.0
   Foued Kadir,2014-03-05,Algeria, Vahid Halilhodzic,6.0,0.0,0.0,0.0,0.0,0.0
Abdelmoumene Djabou,2014-03-05,Algeria, Vahid Halilhodzic,60.0,0.0,0.0,1.0,0.0,0.0
   Zinedine Ferhat,2014-03-05,Algeria, Vahid Halilhodzic,30.0,0.0,0.0,0.0,0.0,0.0
Saphir Taider,2014-03-05,Algeria, Vahid Halilhodzic,75.0,1.0,0.0,0.0,0.0,0.0
   Hassan Yebda,2014-03-05,Algeria, Vahid Halilhodzic,15.0,0.0,0.0,0.0,0.0,0.0
Mehdi Mostefa,2014-03-05,Algeria, Vahid Halilhodzic,54.0,0.0,0.0,0.0,0.0,0.0
   Mehdi Lacen,2014-03-05,Algeria, Vahid Halilhodzic,36.0,0.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2014-03-05,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Ghoulam,2014-03-05,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Liassine Cadamuro,2014-03-05,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2014-03-05,Algeria, Vahid Halilhodzic,50.0,0.0,0.0,0.0,0.0,0.0
   Rafik Halliche,2014-03-05,Algeria, Vahid Halilhodzic,40.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2014-03-05,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Mohamed Lamine Zemmamouche,2014-03-05,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Djebbour,2010-06-23,Algeria, Rabah Saadane,64.0,0.0,0.0,0.0,0.0,0.0
   Abdelkader Ghezzal,2010-06-23,Algeria, Rabah Saadane,26.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Foued Kadir,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Mehdi Lacen,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Rais M'Bolhi,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-06-23,Algeria, Rabah Saadane,84.0,0.0,0.0,0.0,0.0,0.0
   Rafik Saifi,2010-06-23,Algeria, Rabah Saadane,6.0,0.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-06-23,Algeria, Rabah Saadane,89.0,0.0,0.0,2.0,1.0,0.0
Hassan Yebda,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Karim Ziani,2010-06-23,Algeria, Rabah Saadane,68.0,0.0,0.0,0.0,0.0,0.0
   Adlene Guedioura,2010-06-23,Algeria, Rabah Saadane,22.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Djebbour,2010-06-23,Algeria, Rabah Saadane,64.0,0.0,0.0,0.0,0.0,0.0
   Abdelkader Ghezzal,2010-06-23,Algeria, Rabah Saadane,26.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Foued Kadir,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Mehdi Lacen,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Rais M'Bolhi,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-06-23,Algeria, Rabah Saadane,84.0,0.0,0.0,0.0,0.0,0.0
   Rafik Saifi,2010-06-23,Algeria, Rabah Saadane,6.0,0.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-06-23,Algeria, Rabah Saadane,89.0,0.0,0.0,2.0,1.0,0.0
Hassan Yebda,2010-06-23,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Karim Ziani,2010-06-23,Algeria, Rabah Saadane,68.0,0.0,0.0,0.0,0.0,0.0
   Adlene Guedioura,2010-06-23,Algeria, Rabah Saadane,22.0,0.0,0.0,0.0,0.0,0.0
Rubin Okotie,2014-11-18,Austria, Marcel Koller,52.0,0.0,0.0,1.0,0.0,0.0
   Marcel Sabitzer,2014-11-18,Austria, Marcel Koller,38.0,0.0,0.0,0.0,0.0,0.0
Marko Arnautovic,2014-11-18,Austria, Marcel Koller,76.0,0.0,0.0,0.0,0.0,0.0
   Andreas Ulmer,2014-11-18,Austria, Marcel Koller,14.0,0.0,0.0,0.0,0.0,0.0
Zlatko Junuzovic,2014-11-18,Austria, Marcel Koller,70.0,0.0,0.0,0.0,0.0,0.0
   Andreas Weimann,2014-11-18,Austria, Marcel Koller,20.0,0.0,0.0,0.0,0.0,0.0
Martin Harnik,2014-11-18,Austria, Marcel Koller,87.0,0.0,0.0,0.0,0.0,0.0
   Sebastian Prodl,2014-11-18,Austria, Marcel Koller,3.0,0.0,0.0,0.0,0.0,0.0
Stefan Ilsanker,2014-11-18,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Veli Kavlak,2014-11-18,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Christian Fuchs,2014-11-18,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Martin Hinteregger,2014-11-18,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Dragovic,2014-11-18,Austria, Marcel Koller,90.0,1.0,1.0,0.0,0.0,0.0
Florian Klein,2014-11-18,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Robert Almer,2014-11-18,Austria, Marcel Koller,45.0,0.0,0.0,0.0,0.0,0.0
   Ramazan Ozcan,2014-11-18,Austria, Marcel Koller,45.0,0.0,0.0,0.0,0.0,0.0
Marko Arnautovic,2018-06-10,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Xaver Schlager,2018-06-10,Austria, Franco Foda,57.0,0.0,0.0,0.0,0.0,0.0
   Guido Burgstaller,2018-06-10,Austria, Franco Foda,33.0,0.0,0.0,0.0,0.0,0.0
Alessandro Schopf,2018-06-10,Austria, Franco Foda,57.0,0.0,0.0,1.0,0.0,0.0
   Stefan Hierlander,2018-06-10,Austria, Franco Foda,33.0,0.0,0.0,0.0,0.0,0.0
David Alaba,2018-06-10,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Florian Grillitsch,2018-06-10,Austria, Franco Foda,64.0,0.0,0.0,0.0,0.0,0.0
   Peter Zulj,2018-06-10,Austria, Franco Foda,26.0,0.0,0.0,0.0,0.0,0.0
Julian Baumgartlinger,2018-06-10,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Stefan Lainer,2018-06-10,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Martin Hinteregger,2018-06-10,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Sebastian Prodl,2018-06-10,Austria, Franco Foda,90.0,0.0,0.0,1.0,0.0,0.0
Aleksandar Dragovic,2018-06-10,Austria, Franco Foda,69.0,0.0,0.0,0.0,0.0,0.0
   Kevin Danso,2018-06-10,Austria, Franco Foda,21.0,0.0,0.0,0.0,0.0,0.0
Heinz Lindner,2018-06-10,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Guido Burgstaller,2018-10-16,Austria, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Louis Schaub,2018-10-16,Austria, Age Hareide,77.0,0.0,0.0,0.0,0.0,0.0
   Gernot Trauner,2018-10-16,Austria, Age Hareide,13.0,0.0,0.0,0.0,0.0,0.0
Marcel Sabitzer,2018-10-16,Austria, Age Hareide,45.0,0.0,0.0,0.0,0.0,0.0
   Florian Kainz,2018-10-16,Austria, Age Hareide,45.0,0.0,0.0,0.0,0.0,0.0
Andreas Ulmer,2018-10-16,Austria, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Alessandro Schopf,2018-10-16,Austria, Age Hareide,70.0,0.0,0.0,0.0,0.0,0.0
   Stefan Hierlander,2018-10-16,Austria, Age Hareide,20.0,0.0,0.0,0.0,0.0,0.0
Xaver Schlager,2018-10-16,Austria, Age Hareide,36.0,0.0,0.0,0.0,0.0,0.0
   Stefan Ilsanker,2018-10-16,Austria, Age Hareide,54.0,0.0,0.0,0.0,0.0,0.0
Valentino Lazaro,2018-10-16,Austria, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Martin Hinteregger,2018-10-16,Austria, Age Hareide,45.0,0.0,0.0,1.0,0.0,0.0
   Kevin Wimmer,2018-10-16,Austria, Age Hareide,45.0,0.0,0.0,1.0,0.0,0.0
Aleksandar Dragovic,2018-10-16,Austria, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Sebastian Prodl,2018-10-16,Austria, Age Hareide,70.0,0.0,0.0,0.0,0.0,0.0
   Marc Janko,2018-10-16,Austria, Age Hareide,20.0,0.0,0.0,0.0,0.0,0.0
Richard Strebinger,2018-10-16,Austria, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Robert Almer,2012-09-11,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Marko Arnautovic,2012-09-11,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Julian Baumgartlinger,2012-09-11,Austria, Marcel Koller,84.0,0.0,0.0,1.0,0.0,0.0
   Marc Janko,2012-09-11,Austria, Marcel Koller,6.0,0.0,0.0,0.0,0.0,0.0
Christian Fuchs,2012-09-11,Austria, Marcel Koller,90.0,0.0,0.0,1.0,0.0,0.0
Gyorgy Garics,2012-09-11,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Martin Harnik,2012-09-11,Austria, Marcel Koller,54.0,0.0,0.0,0.0,0.0,0.0
   Guido Burgstaller,2012-09-11,Austria, Marcel Koller,36.0,0.0,0.0,0.0,0.0,0.0
Andreas Ivanschitz,2012-09-11,Austria, Marcel Koller,74.0,0.0,0.0,0.0,0.0,0.0
   Jakob Jantscher,2012-09-11,Austria, Marcel Koller,16.0,0.0,0.0,0.0,0.0,0.0
Zlatko Junuzovic,2012-09-11,Austria, Marcel Koller,90.0,1.0,0.0,0.0,0.0,0.0
Veli Kavlak,2012-09-11,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Emanuel Pogatetz,2012-09-11,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Sebastian Prodl,2012-09-11,Austria, Marcel Koller,90.0,0.0,0.0,1.0,0.0,0.0
David Alaba,2013-09-06,Austria, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Robert Almer,2013-09-06,Austria, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Marko Arnautovic,2013-09-06,Austria, Joachim Low,66.0,0.0,0.0,0.0,0.0,0.0
   Guido Burgstaller,2013-09-06,Austria, Joachim Low,24.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Dragovic,2013-09-06,Austria, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Christian Fuchs,2013-09-06,Austria, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Gyorgy Garics,2013-09-06,Austria, Joachim Low,77.0,0.0,0.0,0.0,0.0,0.0
   Florian Klein,2013-09-06,Austria, Joachim Low,13.0,0.0,0.0,1.0,0.0,0.0
Martin Harnik,2013-09-06,Austria, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Andreas Ivanschitz,2013-09-06,Austria, Joachim Low,66.0,0.0,0.0,0.0,0.0,0.0
   Marcel Sabitzer,2013-09-06,Austria, Joachim Low,24.0,0.0,0.0,0.0,0.0,0.0
Veli Kavlak,2013-09-06,Austria, Joachim Low,90.0,0.0,0.0,1.0,0.0,0.0
Emanuel Pogatetz,2013-09-06,Austria, Joachim Low,90.0,0.0,0.0,1.0,0.0,0.0
Andreas Weimann,2013-09-06,Austria, Joachim Low,90.0,0.0,0.0,1.0,0.0,0.0
Marko Arnautovic,2018-06-02,Austria, Franco Foda,83.0,0.0,0.0,0.0,0.0,0.0
   Guido Burgstaller,2018-06-02,Austria, Franco Foda,7.0,0.0,0.0,0.0,0.0,0.0
David Alaba,2018-06-02,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Alessandro Schopf,2018-06-02,Austria, Franco Foda,75.0,1.0,0.0,0.0,0.0,0.0
   Moritz Bauer,2018-06-02,Austria, Franco Foda,15.0,0.0,0.0,0.0,0.0,0.0
Florian Grillitsch,2018-06-02,Austria, Franco Foda,78.0,0.0,0.0,0.0,0.0,0.0
   Stefan Ilsanker,2018-06-02,Austria, Franco Foda,12.0,0.0,0.0,0.0,0.0,0.0
Julian Baumgartlinger,2018-06-02,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Peter Zulj,2018-06-02,Austria, Franco Foda,87.0,0.0,0.0,0.0,0.0,0.0
   Florian Kainz,2018-06-02,Austria, Franco Foda,3.0,0.0,0.0,0.0,0.0,0.0
Martin Hinteregger,2018-06-02,Austria, Franco Foda,90.0,1.0,0.0,0.0,0.0,0.0
Aleksandar Dragovic,2018-06-02,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Sebastian Prodl,2018-06-02,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Stefan Lainer,2018-06-02,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Jorg Siebenhandl,2018-06-02,Austria, Franco Foda,90.0,0.0,0.0,0.0,0.0,0.0
Marc Janko,2014-11-15,Austria, Marcel Koller,58.0,0.0,0.0,0.0,0.0,0.0
   Rubin Okotie,2014-11-15,Austria, Marcel Koller,32.0,1.0,0.0,0.0,0.0,0.0
Zlatko Junuzovic,2014-11-15,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Marko Arnautovic,2014-11-15,Austria, Marcel Koller,89.0,0.0,0.0,0.0,0.0,0.0
   Marcel Sabitzer,2014-11-15,Austria, Marcel Koller,1.0,0.0,0.0,0.0,0.0,0.0
Stefan Ilsanker,2014-11-15,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Christoph Leitgeb,2014-11-15,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Martin Harnik,2014-11-15,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Christian Fuchs,2014-11-15,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Martin Hinteregger,2014-11-15,Austria, Marcel Koller,90.0,0.0,0.0,1.0,0.0,0.0
Aleksandar Dragovic,2014-11-15,Austria, Marcel Koller,85.0,0.0,0.0,0.0,0.0,0.0
   Sebastian Prodl,2014-11-15,Austria, Marcel Koller,5.0,0.0,0.0,0.0,0.0,0.0
Florian Klein,2014-11-15,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Robert Almer,2014-11-15,Austria, Marcel Koller,90.0,0.0,0.0,0.0,0.0,0.0
Marko Arnautovic,2018-05-30,Austria, Franco Foda,82.0,0.0,0.0,0.0,0.0,0.0
   Deni Alar,2018-05-30,Austria, Franco Foda,8.0,0.0,0.0,0.0,0.0,0.0
Alessandro Schopf,2018-05-30,Austria, Franco Foda,57.0,1.0,0.0,0.0,0.0,0.0
