Player,Date,Country,Manager1,Min,Gls,PK,CrdY,CrdR,OG
Mattia De Sciglio,2014-05-31,Italy, Cesare Prandelli,90.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,2014-05-31,Italy, Cesare Prandelli,90.0,0.0,0.0,0.0,0.0,0.0
Gabriel Paletta,2014-05-31,Italy, Cesare Prandelli,90.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,2014-05-31,Italy, Cesare Prandelli,87.0,0.0,0.0,0.0,0.0,0.0
   Ignazio Abate,2014-05-31,Italy, Cesare Prandelli,3.0,0.0,0.0,0.0,0.0,0.0
Salvatore Sirigu,2014-05-31,Italy, Cesare Prandelli,90.0,0.0,0.0,0.0,0.0,0.0
Mario Balotelli,2018-05-28,Italy, Juan Antonio Pizzi,57.0,1.0,0.0,0.0,0.0,0.0
   Andrea Belotti,2018-05-28,Italy, Juan Antonio Pizzi,33.0,1.0,0.0,0.0,0.0,0.0
Lorenzo Insigne,2018-05-28,Italy, Juan Antonio Pizzi,83.0,0.0,0.0,0.0,0.0,0.0
   Federico Chiesa,2018-05-28,Italy, Juan Antonio Pizzi,7.0,0.0,0.0,0.0,0.0,0.0
Matteo Politano,2018-05-28,Italy, Juan Antonio Pizzi,72.0,0.0,0.0,0.0,0.0,0.0
   Bryan Cristante,2018-05-28,Italy, Juan Antonio Pizzi,18.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Pellegrini,2018-05-28,Italy, Juan Antonio Pizzi,72.0,0.0,0.0,0.0,0.0,0.0
   Simone Verdi,2018-05-28,Italy, Juan Antonio Pizzi,18.0,0.0,0.0,0.0,0.0,0.0
Alessandro Florenzi,2018-05-28,Italy, Juan Antonio Pizzi,66.0,0.0,0.0,0.0,0.0,0.0
   Giacomo Bonaventura,2018-05-28,Italy, Juan Antonio Pizzi,24.0,0.0,0.0,0.0,0.0,0.0
Jorginho,2018-05-28,Italy, Juan Antonio Pizzi,90.0,0.0,0.0,0.0,0.0,0.0
Domenico Criscito,2018-05-28,Italy, Juan Antonio Pizzi,87.0,0.0,0.0,0.0,0.0,0.0
   Mattia De Sciglio,2018-05-28,Italy, Juan Antonio Pizzi,3.0,0.0,0.0,0.0,0.0,0.0
Alessio Romagnoli,2018-05-28,Italy, Juan Antonio Pizzi,90.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,2018-05-28,Italy, Juan Antonio Pizzi,90.0,0.0,0.0,0.0,0.0,0.0
Davide Zappacosta,2018-05-28,Italy, Juan Antonio Pizzi,90.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Donnarumma,2018-05-28,Italy, Juan Antonio Pizzi,90.0,0.0,0.0,0.0,0.0,0.0
Fabio Cannavaro,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,1.0,0.0,0.0
Giorgio Chiellini,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Domenico Criscito,2010-06-24,Italy, Marcello Lippi,45.0,0.0,0.0,0.0,0.0,0.0
   Christian Maggio,2010-06-24,Italy, Marcello Lippi,45.0,0.0,0.0,0.0,0.0,0.0
Daniele De Rossi,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Antonio Di Natale,2010-06-24,Italy, Marcello Lippi,90.0,1.0,0.0,0.0,0.0,0.0
Gennaro Gattuso,2010-06-24,Italy, Marcello Lippi,45.0,0.0,0.0,1.0,0.0,0.0
   Fabio Quagliarella,2010-06-24,Italy, Marcello Lippi,45.0,1.0,0.0,1.0,0.0,0.0
Vincenzo Iaquinta,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Federico Marchetti,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Riccardo Montolivo,2010-06-24,Italy, Marcello Lippi,55.0,0.0,0.0,0.0,0.0,0.0
   Andrea Pirlo,2010-06-24,Italy, Marcello Lippi,35.0,0.0,0.0,0.0,0.0,0.0
Simone Pepe,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,1.0,0.0,0.0
Gianluca Zambrotta,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Fabio Cannavaro,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,1.0,0.0,0.0
Giorgio Chiellini,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Domenico Criscito,2010-06-24,Italy, Marcello Lippi,45.0,0.0,0.0,0.0,0.0,0.0
   Christian Maggio,2010-06-24,Italy, Marcello Lippi,45.0,0.0,0.0,0.0,0.0,0.0
Daniele De Rossi,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Antonio Di Natale,2010-06-24,Italy, Marcello Lippi,90.0,1.0,0.0,0.0,0.0,0.0
Gennaro Gattuso,2010-06-24,Italy, Marcello Lippi,45.0,0.0,0.0,1.0,0.0,0.0
   Fabio Quagliarella,2010-06-24,Italy, Marcello Lippi,45.0,1.0,0.0,1.0,0.0,0.0
Vincenzo Iaquinta,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Federico Marchetti,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Riccardo Montolivo,2010-06-24,Italy, Marcello Lippi,55.0,0.0,0.0,0.0,0.0,0.0
   Andrea Pirlo,2010-06-24,Italy, Marcello Lippi,35.0,0.0,0.0,0.0,0.0,0.0
Simone Pepe,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,1.0,0.0,0.0
Gianluca Zambrotta,2010-06-24,Italy, Marcello Lippi,90.0,0.0,0.0,0.0,0.0,0.0
Dani Osvaldo,2014-03-05,Italy, Del Bosque,68.0,0.0,0.0,0.0,0.0,0.0
   Mattia Destro,2014-03-05,Italy, Del Bosque,22.0,0.0,0.0,1.0,0.0,0.0
Antonio Candreva,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
   Andrea Pirlo,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
Alessio Cerci,2014-03-05,Italy, Del Bosque,68.0,0.0,0.0,0.0,0.0,0.0
   Ciro Immobile,2014-03-05,Italy, Del Bosque,22.0,0.0,0.0,0.0,0.0,0.0
Claudio Marchisio,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Riccardo Montolivo,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Thiago Motta,2014-03-05,Italy, Del Bosque,61.0,0.0,0.0,0.0,0.0,0.0
   Emanuele Giaccherini,2014-03-05,Italy, Del Bosque,29.0,0.0,0.0,0.0,0.0,0.0
Domenico Criscito,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,1.0,0.0,0.0
   Mattia De Sciglio,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
Andrea Barzagli,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Gabriel Paletta,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Christian Maggio,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
   Ignazio Abate,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Buffon,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Dani Osvaldo,2014-03-05,Italy, Del Bosque,68.0,0.0,0.0,0.0,0.0,0.0
   Mattia Destro,2014-03-05,Italy, Del Bosque,22.0,0.0,0.0,1.0,0.0,0.0
Antonio Candreva,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
   Andrea Pirlo,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
Alessio Cerci,2014-03-05,Italy, Del Bosque,68.0,0.0,0.0,0.0,0.0,0.0
   Ciro Immobile,2014-03-05,Italy, Del Bosque,22.0,0.0,0.0,0.0,0.0,0.0
Claudio Marchisio,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Riccardo Montolivo,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Thiago Motta,2014-03-05,Italy, Del Bosque,61.0,0.0,0.0,0.0,0.0,0.0
   Emanuele Giaccherini,2014-03-05,Italy, Del Bosque,29.0,0.0,0.0,0.0,0.0,0.0
Domenico Criscito,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,1.0,0.0,0.0
   Mattia De Sciglio,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
Andrea Barzagli,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Gabriel Paletta,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Christian Maggio,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
   Ignazio Abate,2014-03-05,Italy, Del Bosque,45.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Buffon,2014-03-05,Italy, Del Bosque,90.0,0.0,0.0,0.0,0.0,0.0
Graziano Pelle,2016-10-06,Italy, Giampiero Ventura,58.0,0.0,0.0,0.0,0.0,0.0
   Ciro Immobile,2016-10-06,Italy, Giampiero Ventura,32.0,0.0,0.0,0.0,0.0,0.0
Eder,2016-10-06,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Mattia De Sciglio,2016-10-06,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Marco Parolo,2016-10-06,Italy, Giampiero Ventura,75.0,0.0,0.0,1.0,0.0,0.0
   Andrea Belotti,2016-10-06,Italy, Giampiero Ventura,15.0,0.0,0.0,0.0,0.0,0.0
Daniele De Rossi,2016-10-06,Italy, Giampiero Ventura,90.0,1.0,1.0,0.0,0.0,0.0
Riccardo Montolivo,2016-10-06,Italy, Giampiero Ventura,29.0,0.0,0.0,0.0,0.0,0.0
   Giacomo Bonaventura,2016-10-06,Italy, Giampiero Ventura,61.0,0.0,0.0,1.0,0.0,0.0
Alessandro Florenzi,2016-10-06,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Alessio Romagnoli,2016-10-06,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,2016-10-06,Italy, Giampiero Ventura,90.0,0.0,0.0,1.0,0.0,0.0
Andrea Barzagli,2016-10-06,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Buffon,2016-10-06,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Andrea Belotti,2017-09-02,Italy, Lopetegui,69.0,0.0,0.0,0.0,0.0,0.0
   Eder,2017-09-02,Italy, Lopetegui,21.0,0.0,0.0,0.0,0.0,0.0
Ciro Immobile,2017-09-02,Italy, Lopetegui,77.0,0.0,0.0,0.0,0.0,0.0
   Manolo Gabbiadini,2017-09-02,Italy, Lopetegui,13.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Insigne,2017-09-02,Italy, Lopetegui,90.0,0.0,0.0,0.0,0.0,0.0
Daniele De Rossi,2017-09-02,Italy, Lopetegui,90.0,0.0,0.0,0.0,0.0,0.0
Marco Verratti,2017-09-02,Italy, Lopetegui,90.0,0.0,0.0,1.0,0.0,0.0
Antonio Candreva,2017-09-02,Italy, Lopetegui,69.0,0.0,0.0,0.0,0.0,0.0
   Federico Bernardeschi,2017-09-02,Italy, Lopetegui,21.0,0.0,0.0,0.0,0.0,0.0
Leonardo Spinazzola,2017-09-02,Italy, Lopetegui,90.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,2017-09-02,Italy, Lopetegui,90.0,0.0,0.0,1.0,0.0,0.0
Andrea Barzagli,2017-09-02,Italy, Lopetegui,90.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,2017-09-02,Italy, Lopetegui,90.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Buffon,2017-09-02,Italy, Lopetegui,90.0,0.0,0.0,0.0,0.0,0.0
Ciro Immobile,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Andrea Belotti,2017-11-10,Italy, Janne Andersson,64.0,0.0,0.0,0.0,0.0,0.0
   Eder,2017-11-10,Italy, Janne Andersson,26.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Marco Verratti,2017-11-10,Italy, Janne Andersson,75.0,0.0,0.0,1.0,0.0,0.0
   Lorenzo Insigne,2017-11-10,Italy, Janne Andersson,15.0,0.0,0.0,0.0,0.0,0.0
Daniele De Rossi,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Marco Parolo,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Antonio Candreva,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Giorgio Chiellini,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Andrea Barzagli,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Buffon,2017-11-10,Italy, Janne Andersson,90.0,0.0,0.0,0.0,0.0,0.0
Ciro Immobile,2017-11-13,Italy, Giampiero Ventura,90.0,0.0,0.0,1.0,0.0,0.0
Manolo Gabbiadini,2017-11-13,Italy, Giampiero Ventura,62.0,0.0,0.0,0.0,0.0,0.0
   Andrea Belotti,2017-11-13,Italy, Giampiero Ventura,28.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,2017-11-13,Italy, Giampiero Ventura,62.0,0.0,0.0,0.0,0.0,0.0
   Stephan El Shaarawy,2017-11-13,Italy, Giampiero Ventura,28.0,0.0,0.0,0.0,0.0,0.0
Marco Parolo,2017-11-13,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Jorginho,2017-11-13,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Antonio Candreva,2017-11-13,Italy, Giampiero Ventura,75.0,0.0,0.0,0.0,0.0,0.0
   Federico Bernardeschi,2017-11-13,Italy, Giampiero Ventura,15.0,0.0,0.0,1.0,0.0,0.0
Alessandro Florenzi,2017-11-13,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Giorgio Chiellini,2017-11-13,Italy, Giampiero Ventura,90.0,0.0,0.0,1.0,0.0,0.0
Leonardo Bonucci,2017-11-13,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Andrea Barzagli,2017-11-13,Italy, Giampiero Ventura,90.0,0.0,0.0,1.0,0.0,0.0
Gianluigi Buffon,2017-11-13,Italy, Giampiero Ventura,90.0,0.0,0.0,0.0,0.0,0.0
Mario Balotelli,2014-06-24,Italy, Oscar Tabarez,45.0,0.0,0.0,1.0,0.0,0.0
   Marco Parolo,2014-06-24,Italy, Oscar Tabarez,45.0,0.0,0.0,0.0,0.0,0.0
Andrea Barzagli,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Buffon,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Giorgio Chiellini,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Mattia De Sciglio,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,1.0,0.0,0.0
Ciro Immobile,2014-06-24,Italy, Oscar Tabarez,70.0,0.0,0.0,0.0,0.0,0.0
   Antonio Cassano,2014-06-24,Italy, Oscar Tabarez,20.0,0.0,0.0,0.0,0.0,0.0
Claudio Marchisio,2014-06-24,Italy, Oscar Tabarez,58.0,0.0,0.0,0.0,1.0,0.0
Andrea Pirlo,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Marco Verratti,2014-06-24,Italy, Oscar Tabarez,74.0,0.0,0.0,0.0,0.0,0.0
   Thiago Motta,2014-06-24,Italy, Oscar Tabarez,16.0,0.0,0.0,0.0,0.0,0.0
Mario Balotelli,2014-06-24,Italy, Oscar Tabarez,45.0,0.0,0.0,1.0,0.0,0.0
   Marco Parolo,2014-06-24,Italy, Oscar Tabarez,45.0,0.0,0.0,0.0,0.0,0.0
Andrea Barzagli,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Gianluigi Buffon,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Giorgio Chiellini,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Matteo Darmian,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Mattia De Sciglio,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,1.0,0.0,0.0
Ciro Immobile,2014-06-24,Italy, Oscar Tabarez,70.0,0.0,0.0,0.0,0.0,0.0
   Antonio Cassano,2014-06-24,Italy, Oscar Tabarez,20.0,0.0,0.0,0.0,0.0,0.0
Claudio Marchisio,2014-06-24,Italy, Oscar Tabarez,58.0,0.0,0.0,0.0,1.0,0.0
Andrea Pirlo,2014-06-24,Italy, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Marco Verratti,2014-06-24,Italy, Oscar Tabarez,74.0,0.0,0.0,0.0,0.0,0.0
   Thiago Motta,2014-06-24,Italy, Oscar Tabarez,16.0,0.0,0.0,0.0,0.0,0.0
Genki Haraguchi,2015-09-08,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Makoto Hasebe,2015-09-08,Japan, Vahid Halilhodzic,79.0,0.0,0.0,0.0,0.0,0.0
   Wataru Endo,2015-09-08,Japan, Vahid Halilhodzic,11.0,0.0,0.0,0.0,0.0,0.0
Keisuke Honda,2015-09-08,Japan, Vahid Halilhodzic,90.0,1.0,0.0,0.0,0.0,0.0
Shinji Kagawa,2015-09-08,Japan, Vahid Halilhodzic,75.0,2.0,0.0,0.0,0.0,0.0
   Yoshinori Muto,2015-09-08,Japan, Vahid Halilhodzic,15.0,0.0,0.0,0.0,0.0,0.0
Masato Morishige,2015-09-08,Japan, Vahid Halilhodzic,90.0,1.0,0.0,0.0,0.0,0.0
Yuto Nagatomo,2015-09-08,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Shusaku Nishikawa,2015-09-08,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Shinji Okazaki,2015-09-08,Japan, Vahid Halilhodzic,90.0,2.0,0.0,0.0,0.0,0.0
Hiroki Sakai,2015-09-08,Japan, Vahid Halilhodzic,70.0,0.0,0.0,0.0,0.0,0.0
   Takashi Usami,2015-09-08,Japan, Vahid Halilhodzic,20.0,0.0,0.0,0.0,0.0,0.0
Hotaru Yamaguchi,2015-09-08,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Maya Yoshida,2015-09-08,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Genki Haraguchi,2016-03-24,Japan, Petar Segrt,90.0,0.0,0.0,0.0,0.0,0.0
Makoto Hasebe,2016-03-24,Japan, Petar Segrt,90.0,0.0,0.0,0.0,0.0,0.0
Masaaki Higashiguchi,2016-03-24,Japan, Petar Segrt,90.0,0.0,0.0,0.0,0.0,0.0
Mu Kanazaki,2016-03-24,Japan, Petar Segrt,78.0,1.0,0.0,0.0,0.0,0.0
   Yu Kobayashi,2016-03-24,Japan, Petar Segrt,12.0,0.0,0.0,0.0,0.0,0.0
Yosuke Kashiwagi,2016-03-24,Japan, Petar Segrt,63.0,0.0,0.0,0.0,0.0,0.0
   Shinji Kagawa,2016-03-24,Japan, Petar Segrt,27.0,0.0,0.0,0.0,0.0,0.0
Hiroshi Kiyotake,2016-03-24,Japan, Petar Segrt,90.0,1.0,0.0,0.0,0.0,0.0
Masato Morishige,2016-03-24,Japan, Petar Segrt,90.0,0.0,0.0,0.0,0.0,0.0
Yuto Nagatomo,2016-03-24,Japan, Petar Segrt,90.0,0.0,0.0,0.0,0.0,0.0
Shinji Okazaki,2016-03-24,Japan, Petar Segrt,71.0,1.0,0.0,0.0,0.0,0.0
   Mike Havenaar,2016-03-24,Japan, Petar Segrt,19.0,0.0,0.0,0.0,0.0,0.0
Hiroki Sakai,2016-03-24,Japan, Petar Segrt,90.0,0.0,0.0,0.0,0.0,0.0
Maya Yoshida,2016-03-24,Japan, Petar Segrt,90.0,1.0,0.0,0.0,0.0,0.0
Shinji Okazaki,2014-11-18,Japan, Javier Aguirre,76.0,1.0,0.0,0.0,0.0,0.0
   Yohei Toyoda,2014-11-18,Japan, Javier Aguirre,14.0,0.0,0.0,0.0,0.0,0.0
Yoshinori Muto,2014-11-18,Japan, Javier Aguirre,56.0,0.0,0.0,0.0,0.0,0.0
   Takashi Inui,2014-11-18,Japan, Javier Aguirre,34.0,0.0,0.0,0.0,0.0,0.0
Keisuke Honda,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Shinji Kagawa,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Yasuhito Endo,2014-11-18,Japan, Javier Aguirre,45.0,0.0,0.0,0.0,0.0,0.0
   Yasuyuki Konno,2014-11-18,Japan, Javier Aguirre,45.0,1.0,0.0,0.0,0.0,0.0
Makoto Hasebe,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Kosuke Ota,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Masato Morishige,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Maya Yoshida,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Gotoku Sakai,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Eiji Kawashima,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Shinji Okazaki,2014-11-18,Japan, Javier Aguirre,76.0,1.0,0.0,0.0,0.0,0.0
   Yohei Toyoda,2014-11-18,Japan, Javier Aguirre,14.0,0.0,0.0,0.0,0.0,0.0
Yoshinori Muto,2014-11-18,Japan, Javier Aguirre,56.0,0.0,0.0,0.0,0.0,0.0
   Takashi Inui,2014-11-18,Japan, Javier Aguirre,34.0,0.0,0.0,0.0,0.0,0.0
Keisuke Honda,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Shinji Kagawa,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Yasuhito Endo,2014-11-18,Japan, Javier Aguirre,45.0,0.0,0.0,0.0,0.0,0.0
   Yasuyuki Konno,2014-11-18,Japan, Javier Aguirre,45.0,1.0,0.0,0.0,0.0,0.0
Makoto Hasebe,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Kosuke Ota,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Masato Morishige,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Maya Yoshida,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Gotoku Sakai,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Eiji Kawashima,2014-11-18,Japan, Javier Aguirre,90.0,0.0,0.0,0.0,0.0,0.0
Genki Haraguchi,2016-10-11,Japan, Vahid Halilhodzic,89.0,1.0,0.0,0.0,0.0,0.0
   Yuichi Maruyama,2016-10-11,Japan, Vahid Halilhodzic,1.0,0.0,0.0,0.0,0.0,0.0
Makoto Hasebe,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Keisuke Honda,2016-10-11,Japan, Vahid Halilhodzic,83.0,0.0,0.0,0.0,0.0,0.0
   Takuma Asano,2016-10-11,Japan, Vahid Halilhodzic,7.0,0.0,0.0,0.0,0.0,0.0
Shinji Kagawa,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Yu Kobayashi,2016-10-11,Japan, Vahid Halilhodzic,80.0,0.0,0.0,0.0,0.0,0.0
   Hiroshi Kiyotake,2016-10-11,Japan, Vahid Halilhodzic,10.0,0.0,0.0,0.0,0.0,0.0
Tomoaki Makino,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,1.0,0.0,0.0
Masato Morishige,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Shusaku Nishikawa,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Gotoku Sakai,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Hotaru Yamaguchi,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Maya Yoshida,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Genki Haraguchi,2016-10-11,Japan, Vahid Halilhodzic,89.0,1.0,0.0,0.0,0.0,0.0
   Yuichi Maruyama,2016-10-11,Japan, Vahid Halilhodzic,1.0,0.0,0.0,0.0,0.0,0.0
Makoto Hasebe,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Keisuke Honda,2016-10-11,Japan, Vahid Halilhodzic,83.0,0.0,0.0,0.0,0.0,0.0
   Takuma Asano,2016-10-11,Japan, Vahid Halilhodzic,7.0,0.0,0.0,0.0,0.0,0.0
Shinji Kagawa,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Yu Kobayashi,2016-10-11,Japan, Vahid Halilhodzic,80.0,0.0,0.0,0.0,0.0,0.0
   Hiroshi Kiyotake,2016-10-11,Japan, Vahid Halilhodzic,10.0,0.0,0.0,0.0,0.0,0.0
Tomoaki Makino,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,1.0,0.0,0.0
Masato Morishige,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Shusaku Nishikawa,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Gotoku Sakai,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Hotaru Yamaguchi,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Maya Yoshida,2016-10-11,Japan, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Takuma Asano,2017-08-31,Japan, Ange Postecoglou,88.0,1.0,0.0,0.0,0.0,0.0
   Yuya Kubo,2017-08-31,Japan, Ange Postecoglou,2.0,0.0,0.0,0.0,0.0,0.0
Makoto Hasebe,2017-08-31,Japan, Ange Postecoglou,90.0,0.0,0.0,0.0,0.0,0.0
