,_id,player,manager,gca,shots_on_target,assists,pressures,tackles,interceptions,blocks,average point by temp,count(manager)
187,6193c0a3d4e110bca6418abd,Andreas-Mihaiu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188,6193c0a3d4e110bca6418abe,Henrikh-Mkhitaryan,,0.04,0.02,0.02,0.28,0.0,0.02,0.02,0.2,0
189,6193c0a3d4e110bca6418abf,Aleksandar-Miljkovic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0
190,6193c0a3d4e110bca6418ac0,Cosette-Morche,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
191,6193c0a3d4e110bca6418ac1,Luka-Modric,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0
192,6193c0a3d4e110bca6418ac2,Dimitri-Mohamed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
193,6193c0a3d4e110bca6418ac3,Omar-Mohamed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194,6193c0a3d4e110bca6418ac4,Angel-Montoro,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
195,6193c0a3d4e110bca6418ac5,Soe-Moe-Kyaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
196,6193c0a3d4e110bca6418ac6,Ivan-Milosevic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0
197,6193c0a3d4e110bca6418ac7,Hristo-Mitev,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
198,6193c0a3d4e110bca6418ac8,Mert-Mirac-Altintas,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
199,6193c0a3d4e110bca6418ac9,Tyrone-Mings,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200,6193c0a3d4e110bca6418aca,Thabang-Monare,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
201,6193c0a3d4e110bca6418acb,Cristian-Molinaro,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,6193c0a3d4e110bca6418acc,Jesus-Molina,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
203,6193c0a3d4e110bca6418acd,Nikolina-Milovic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,6193c0a3d4e110bca6418ace,Luke-Molyneux,,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.31,0
205,6193c0a3d4e110bca6418acf,Filip-Modelski,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
206,6193c0a3d4e110bca6418ad0,Branislav-Milosevic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
207,6193c0a3d4e110bca6418ad1,Danijel-Miskic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
208,6193c0a3d4e110bca6418ad2,Iddy-Mobby,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
