Player,Min,CS%,PKsv,PKm,Country,Year,Comp
Darren Randolph,540,33.3,0.0,0.0,Republic,2020-2021, UEFA Nations League
Ciprian Tatarusanu,450,0.0,0.0,0.0,Romania,2020-2021, UEFA Nations League
Anton Shunin,360,25.0,0.0,0.0,Russia,2020-2021, UEFA Nations League
Elia Benedettini,270,33.3,0.0,0.0,San,2020-2021, UEFA Nations League
David Marshall,450,40.0,0.0,0.0,Scotland,2020-2021, UEFA Nations League
Marko Dmitrovic,270,0.0,0.0,0.0,Serbia,2020-2021, UEFA Nations League
Marek Rodak,270,33.3,0.0,0.0,Slovakia,2020-2021, UEFA Nations League
Jan Oblak,450,100.0,0.0,0.0,Slovenia,2020-2021, UEFA Nations League
David de Gea,360,50.0,0.0,0.0,Spain,2020-2021, UEFA Nations League
Robin Olsen,540,0.0,0.0,1.0,Sweden,2020-2021, UEFA Nations League
Yann Sommer,450,0.0,2.0,0.0,Switzerland,2020-2021, UEFA Nations League
Mert Gunok,450,20.0,0.0,0.0,Turkey,2020-2021, UEFA Nations League
Andriy Pyatov,270,0.0,0.0,0.0,Ukraine,2020-2021, UEFA Nations League
Wayne Hennessey,348,100.0,0.0,0.0,Wales,2020-2021, UEFA Nations League
Etrit Berisha,540,33.3,0.0,0.0,Albania,2021, Euro Qualifying
Rais M'Bolhi,450,40.0,0.0,0.0,Algeria,2021, Africa Cup of Nations qualification
Josep Gomes,896,10.0,1.0,1.0,Andorra,2021, Euro Qualifying
Hugo Marques,360,50.0,0.0,0.0,Angola,2021, Africa Cup of Nations qualification
Kareem Burris,90,100.0,0.0,0.0,Anguilla,2021, Friendlies (M)
Emiliano Martinez,570,66.7,1.0,0.0,Argentina,2021, Copa América
Aram Ayrapetyan,900,10.0,0.0,0.0,Armenia,2021, Euro Qualifying
Daniel Bachmann,390,25.0,0.0,0.0,Austria,2021, UEFA Euro
Salahat Aghayev,360,0.0,0.0,0.0,Azerbaijan,2021, Euro Qualifying
Ebrahim Lutfalla,360,25.0,0.0,0.0,Bahrain,2021, Friendlies (M)
Anisur Rahman Zico,180,0.0,0.0,0.0,Bangladesh,2021, Friendlies (M)
Alyaksandr Hutar,540,16.7,0.0,0.0,Belarus,2021, Euro Qualifying
Thibaut Courtois,450,60.0,0.0,0.0,Belgium,2021, UEFA Euro
Saturnin Allagbe,270,66.7,0.0,0.0,Benin,2021, Africa Cup of Nations qualification
Carlos Lampe,270,0.0,0.0,0.0,Bolivia,2021, Copa América
Ibrahim Sehic,930,10.0,0.0,0.0,Bosnia,2021, Euro Qualifying
Kabelo Dambe,540,33.3,0.0,0.0,Botswana,2021, Africa Cup of Nations qualification
Ederson,360,75.0,0.0,0.0,Brazil,2021, Copa América
Plamen Iliev,360,25.0,0.0,0.0,Bulgaria,2021, Euro Qualifying
Aboubacar Sawadogo,360,50.0,0.0,0.0,Burkina,2021, Africa Cup of Nations qualification
Onesime Rukundo,270,0.0,0.0,0.0,Burundi,2021, Africa Cup of Nations qualification
Andre Onana,360,75.0,0.0,1.0,Cameroon,2021, Africa Cup of Nations qualification
Maxime Crepeau,450,20.0,1.0,0.0,Canada,2021, Gold Cup
Vozinha,540,66.7,0.0,0.0,Cape,2021, Africa Cup of Nations qualification
Geoffrey Lembet,360,25.0,0.0,0.0,Central,2021, Africa Cup of Nations qualification
Mathieu Adoassou,270,0.0,0.0,0.0,Chad,2021, Africa Cup of Nations qualification
Claudio Bravo,450,20.0,0.0,0.0,Chile,2021, Copa América
David Ospina,570,50.0,0.0,0.0,Colombia,2021, Copa América
Ali Ahamada,450,60.0,0.0,0.0,Comoros,2021, Africa Cup of Nations qualification
Joel Kiassumbua,450,60.0,0.0,0.0,Congo,2021, Africa Cup of Nations qualification
Christoffer Mafoumbi,540,66.7,0.0,0.0,Congo,2021, Africa Cup of Nations qualification
Esteban Alvarado,197,50.0,0.0,0.0,Costa,2021, Gold Cup
Dominik Livakovic,390,0.0,0.0,0.0,Croatia,2021, UEFA Euro
Tyrick Bodak,90,0.0,0.0,0.0,Curaçao,2021, Friendlies (M)
Constantinos Panagi,399,40.0,0.0,0.0,Cyprus,2021, Euro Qualifying
Tomas Vaclik,450,40.0,0.0,0.0,Czech,2021, UEFA Euro
Sylvain Gbohouo,540,33.3,0.0,0.0,Côte,2021, Africa Cup of Nations qualification
Kasper Schmeichel,570,16.7,1.0,0.0,Denmark,2021, UEFA Euro
Innocent Mbonihankuye,90,0.0,0.0,0.0,Djibouti,2021, Africa Cup of Nations qualification
Rafael Diaz,90,100.0,0.0,0.0,Dominican,2021, Friendlies (M)
Hernan Galindez,270,0.0,0.0,0.0,Ecuador,2021, Copa América
Mohamed El-Shenawy,495,50.0,0.0,0.0,Egypt,2021, Africa Cup of Nations qualification
Mario Gonzalez,360,50.0,0.0,0.0,El,2021, Gold Cup
Jordan Pickford,690,71.4,0.0,0.0,England,2021, UEFA Euro
Jesus Owono,270,66.7,0.0,0.0,Equatorial,2021, Africa Cup of Nations qualification
Sergei Lepmets,720,12.5,0.0,0.0,Estonia,2021, Euro Qualifying
Sandanezwe Mathabela,270,33.3,0.0,0.0,Eswatini,2021, Africa Cup of Nations qualification
Teklemariam Shanko,360,50.0,0.0,0.0,Ethiopia,2021, Africa Cup of Nations qualification
Gunnar Nielsen,720,12.5,0.0,0.0,Faroe,2021, Euro Qualifying
Lukas Hradecky,270,33.3,1.0,0.0,Finland,2021, UEFA Euro
Hugo Lloris,390,25.0,1.0,0.0,France,2021, UEFA Euro
Anthony Mfa Mezui,360,25.0,0.0,0.0,Gabon,2021, Africa Cup of Nations qualification
Modou Jobe,540,16.7,0.0,0.0,Gambia,2021, Africa Cup of Nations qualification
Giorgi Loria,900,40.0,0.0,0.0,Georgia,2021, Euro Qualifying
Manuel Neuer,360,0.0,0.0,0.0,Germany,2021, UEFA Euro
Richard Ofori,270,100.0,0.0,0.0,Ghana,2021, Africa Cup of Nations qualification
Kyle Goldwin,516,0.0,0.0,0.0,Gibraltar,2021, Euro Qualifying
Odisseas Vlachodimos,450,40.0,0.0,0.0,Greece,2021, Euro Qualifying
Reice Charles-Cook,180,0.0,0.0,0.0,Grenada,2021, Gold Cup
Yohann Thuram-Ulien,180,0.0,0.0,0.0,Guadeloupe,2021, Gold Cup
Nicholas Hagen,180,0.0,0.0,0.0,Guatemala,2021, Gold Cup
Jonas Mendes,540,33.3,1.0,0.0,Guinea-Bissau,2021, Africa Cup of Nations qualification
Aly Keita,329,50.0,0.0,0.0,Guinea,2021, Africa Cup of Nations qualification
Brian Sylvestre,270,0.0,0.0,0.0,Haiti,2021, Gold Cup
Luis Lopez Fernandez,360,25.0,1.0,0.0,Honduras,2021, Gold Cup
Peter Gulacsi,270,0.0,0.0,0.0,Hungary,2021, UEFA Euro
Hannes or Halldorsson,"1,080",41.7,0.0,0.0,Iceland,2021, Euro Qualifying
Amrinder Singh,180,0.0,1.0,0.0,India,2021, Friendlies (M)
Nadeo Argawinata,45,0.0,0.0,0.0,Indonesia,2021, Friendlies (M)
Alireza Beiranvand,90,100.0,0.0,0.0,Iran,2021, Friendlies (M)
Jalal Hassan,270,100.0,0.0,0.0,Iraq,2021, Friendlies (M)
Ofir Marciano,570,16.7,0.0,0.0,Israel,2021, Euro Qualifying
Gianluigi Donnarumma,718,42.9,0.0,0.0,Italy,2021, UEFA Euro
Andre Blake,270,33.3,0.0,0.0,Jamaica,2021, Gold Cup
Shuichi Gonda,180,100.0,0.0,0.0,Japan,2021, Friendlies (M)
Ahmed Abdel-Sattar,494,50.0,0.0,0.0,Jordan,2021, Friendlies (M)
Dmytro Nepohodov,900,20.0,0.0,0.0,Kazakhstan,2021, Euro Qualifying
Ian Otieno,261,0.0,0.0,0.0,Kenya,2021, Africa Cup of Nations qualification
Cho Hyun-woo,45,0.0,0.0,0.0,Korea,2021, Friendlies (M)
Arijanet Muric,810,11.1,1.0,0.0,Kosovo,2021, Euro Qualifying
Sulaiman Abdulghafoor,270,0.0,0.0,0.0,Kuwait,2021, Friendlies (M)
Erjan Tokotaev,180,50.0,0.0,0.0,Kyrgyzstan,2021, Friendlies (M)
Pavels Steinbors,630,14.3,0.0,0.0,Latvia,2021, Euro Qualifying
Mehdi Khalil,135,0.0,0.0,0.0,Lebanon,2021, Friendlies (M)
Sekhoane Moerane,360,50.0,0.0,0.0,Lesotho,2021, Africa Cup of Nations qualification
Ashley Williams,210,50.0,0.0,0.0,Liberia,2021, Africa Cup of Nations qualification
Ahmed Azzaqeh,270,0.0,0.0,0.0,Libya,2021, Africa Cup of Nations qualification
Benjamin Buchel,720,0.0,0.0,0.0,Liechtenstein,2021, Euro Qualifying
Ernestas Setkus,270,0.0,0.0,0.0,Lithuania,2021, Euro Qualifying
Anthony Moris,720,0.0,0.0,0.0,Luxembourg,2021, Euro Qualifying
Melvin Adrien,540,33.3,0.0,0.0,Madagascar,2021, Africa Cup of Nations qualification
Ernest Kakhobwe,270,100.0,0.0,0.0,Malawi,2021, Africa Cup of Nations qualification
Mohd Farizal Marlias,90,0.0,0.0,0.0,Malaysia,2021, Friendlies (M)
Djigui Diarra,360,50.0,0.0,0.0,Mali,2021, Africa Cup of Nations qualification
Henry Bonello,900,0.0,1.0,1.0,Malta,2021, Euro Qualifying
Gilles Meslien,180,0.0,0.0,0.0,Martinique,2021, Gold Cup
Namori Diaw,540,66.7,0.0,0.0,Mauritania,2021, Africa Cup of Nations qualification
Kevin Jean-Louis,180,0.0,0.0,0.0,Mauritius,2021, Africa Cup of Nations qualification
Alfredo Talavera,570,66.7,0.0,0.0,Mexico,2021, Gold Cup
Alexei Koselev,900,10.0,1.0,1.0,Moldova,2021, Euro Qualifying
Danijel Petkovic,374,20.0,0.0,0.0,Montenegro,2021, Euro Qualifying
Yassine Bounou,450,80.0,0.0,0.0,Morocco,2021, Africa Cup of Nations qualification
Franque,540,16.7,0.0,0.0,Mozambique,2021, Africa Cup of Nations qualification
Virgil Vries,270,0.0,1.0,0.0,Namibia,2021, Africa Cup of Nations qualification
Kiran Chemjong,445,20.0,0.0,0.0,Nepal,2021, Friendlies (M)
Maarten Stekelenburg,360,50.0,0.0,0.0,Netherlands,2021, UEFA Euro
Stefan Marinovic,90,0.0,0.0,0.0,New,2021, Friendlies (M)
Denis Espinoza,180,0.0,0.0,0.0,Nicaragua,2021, Friendlies (M)
Maduka Okoye,270,66.7,0.0,0.0,Nigeria,2021, Africa Cup of Nations qualification
Kassaly Daouda,450,40.0,1.0,0.0,Niger,2021, Africa Cup of Nations qualification
Stole Dimitrievski,270,0.0,1.0,0.0,North,2021, UEFA Euro
Bailey Peacock-Farrell,960,30.0,0.0,0.0,Northern,2021, Euro Qualifying
Rune Jarstein,750,25.0,1.0,1.0,Norway,2021, Euro Qualifying
Faiz Al-Rushaidi,180,50.0,0.0,0.0,Oman,2021, Friendlies (M)
Tawfiq Ali,169,100.0,0.0,0.0,Palestine,2021, Friendlies (M)
Luis Mejia,180,0.0,0.0,0.0,Panama,2021, Gold Cup
Antony Silva,480,20.0,0.0,0.0,Paraguay,2021, Copa América
Pedro Gallese,660,14.3,0.0,0.0,Peru,2021, Copa América
Wojciech Szczesny,270,0.0,0.0,1.0,Poland,2021, UEFA Euro
Rui Patricio,360,25.0,0.0,0.0,Portugal,2021, UEFA Euro
Cody Laurendi,180,50.0,0.0,0.0,Puerto,2021, Friendlies (M)
Meshaal Barsham,450,40.0,0.0,0.0,Qatar,2021, Gold Cup
Darren Randolph,840,55.6,1.0,0.0,Republic,2021, Euro Qualifying
Ciprian Tatarusanu,990,27.3,0.0,0.0,Romania,2021, Euro Qualifying
Matvei Safonov,180,50.0,0.0,0.0,Russia,2021, UEFA Euro
Olivier Kwizera,233,100.0,0.0,0.0,Rwanda,2021, Africa Cup of Nations qualification
Elia Benedettini,360,0.0,0.0,1.0,San,2021, Euro Qualifying
Mohammed Al-Owais,90,100.0,0.0,0.0,Saudi,2021, Friendlies (M)
David Marshall,270,33.3,0.0,0.0,Scotland,2021, UEFA Euro
Edouard Mendy,360,75.0,0.0,0.0,Senegal,2021, Africa Cup of Nations qualification
Marko Dmitrovic,630,0.0,0.0,0.0,Serbia,2021, Euro Qualifying
Ian Ah-Kong,90,0.0,0.0,0.0,Seychelles,2021, Africa Cup of Nations qualification
Mohamed Kamara,360,50.0,0.0,0.0,Sierra,2021, Africa Cup of Nations qualification
Martin Dubravka,270,0.0,1.0,0.0,Slovakia,2021, UEFA Euro
Jan Oblak,900,30.0,0.0,0.0,Slovenia,2021, Euro Qualifying
Ronwen Williams,540.0,33.3,0.0,0.0,South,2021, Africa Cup of Nations qualification
Majak Maling,450,20.0,0.0,0.0,South,2021, Africa Cup of Nations qualification
Unai Simon,630,33.3,0.0,0.0,Spain,2021, UEFA Euro
Ali Aboeshren,540,66.7,0.0,0.0,Sudan,2021, Africa Cup of Nations qualification
Warner Hahn,270,0.0,0.0,0.0,Suriname,2021, Gold Cup
Robin Olsen,390,50.0,0.0,0.0,Sweden,2021, UEFA Euro
Yann Sommer,510,0.0,0.0,0.0,Switzerland,2021, UEFA Euro
Ibrahim Alma,90,0.0,0.0,0.0,Syria,2021, Friendlies (M)
Primo,523,0.0,0.0,0.0,São,2021, Africa Cup of Nations qualification
Rustam Jatimov,360,50.0,0.0,0.0,Tajikistan,2021, Friendlies (M)
Aishi Manula,360,25.0,0.0,0.0,Tanzania,2021, Africa Cup of Nations qualification
Patiwat Kammhai,90,0.0,0.0,0.0,Thailand,2021, Friendlies (M)
Malcolm Barcola,357,0.0,0.0,0.0,Togo,2021, Africa Cup of Nations qualification
Marvin Phillip,180,50.0,0.0,0.0,Trinidad,2021, Gold Cup
Farouk Ben Mustapha,450,40.0,0.0,0.0,Tunisia,2021, Africa Cup of Nations qualification
Ugurcan Cakr,270,0.0,0.0,1.0,Turkey,2021, UEFA Euro
Denis Onyango,540,66.7,0.0,0.0,Uganda,2021, Africa Cup of Nations qualification
Heorhiy Bushchan,480,0.0,1.0,0.0,Ukraine,2021, UEFA Euro
Ali Khasif,225,66.7,0.0,0.0,United,2021, Friendlies (M)
Lionel Brown,45,100.0,0.0,0.0,United,2021, Friendlies (M)
Matt Turner,570,83.3,0.0,1.0,United,2021, Gold Cup
Fernando Muslera,450,60.0,0.0,0.0,Uruguay,2021, Copa América
Abduvahid Nematov,180,50.0,0.0,0.0,Uzbekistan,2021, Friendlies (M)
Wuilker Farinez,270,33.3,0.0,0.0,Venezuela,2021, Copa América
Bui Tan Truong,90,0.0,0.0,0.0,Vietnam,2021, Friendlies (M)
Danny Ward,360,25.0,0.0,0.0,Wales,2021, UEFA Euro
Mwenya Chibwe,225,33.3,0.0,0.0,Zambia,2021, Africa Cup of Nations qualification
Elvis Chipezeze,225,33.3,0.0,0.0,Zimbabwe,2021, Africa Cup of Nations qualification
Ovays Azizi,720,12.5,0.0,0.0,Afghanistan,2022, WCQ — AFC (M)
Etrit Berisha,540,50.0,0.0,0.0,Albania,2022, WCQ — UEFA (M)
Rais M'Bolhi,360,50.0,0.0,0.0,Algeria,2022, WCQ — CAF (M)
Josep Gomes,450,20.0,0.0,1.0,Andorra,2022, WCQ — UEFA (M)
Hugo Marques,270,0.0,0.0,0.0,Angola,2022, WCQ — CAF (M)
Darius Lantan,270,0.0,0.0,0.0,Anguilla,2022, WCQ — CONCACAF (M)
Molvin James,360,50.0,0.0,0.0,Antigua,2022, WCQ — CONCACAF (M)
Emiliano Martinez,489,50.0,0.0,1.0,Argentina,2022, WCQ — CONMEBOL (M)
David Yurchenko,720,37.5,0.0,0.0,Armenia,2022, WCQ — UEFA (M)
Eric Abdul,338,0.0,0.0,1.0,Aruba,2022, WCQ — CONCACAF (M)
Mathew Ryan,900,70.0,0.0,0.0,Australia,2022, WCQ — AFC (M)
Daniel Bachmann,450,40.0,0.0,0.0,Austria,2022, WCQ — UEFA (M)
Mhmmdliyev Sahruddin Maqomedovic,630,0.0,0.0,0.0,Azerbaijan,2022, WCQ — UEFA (M)
Ian Lowe,270,33.3,1.0,0.0,Bahamas,2022, WCQ — CONCACAF (M)
Sayed Mohammed Jaffer,720,75.0,0.0,0.0,Bahrain,2022, WCQ — AFC (M)
Ashraful Islam Rana,540,33.3,0.0,0.0,Bangladesh,2022, WCQ — AFC (M)
Kishmar Primus,212,33.3,0.0,0.0,Barbados,2022, WCQ — CONCACAF (M)
Sergei Chernik,270,0.0,0.0,0.0,Belarus,2022, WCQ — UEFA (M)
Thibaut Courtois,360,25.0,0.0,0.0,Belgium,2022, WCQ — UEFA (M)
Woodrow West,180,50.0,0.0,0.0,Belize,2022, WCQ — CONCACAF (M)
Saturnin Allagbe,360,50.0,0.0,0.0,Benin,2022, WCQ — CAF (M)
Dale Eve,270,33.3,0.0,0.0,Bermuda,2022, WCQ — CONCACAF (M)
Tshering Dendup,90,100.0,0.0,0.0,Bhutan,2022, WCQ — AFC (M)
Carlos Lampe,"1,080",16.7,0.0,1.0,Bolivia,2022, WCQ — CONMEBOL (M)
Ibrahim Sehic,540,16.7,0.0,0.0,Bosnia,2022, WCQ — UEFA (M)
Ederson,360,75.0,0.0,0.0,Brazil,2022, WCQ — CONMEBOL (M)
Phillip Graham,346,0.0,0.0,0.0,British,2022, WCQ — CONCACAF (M)
Haimie Nyaring,180,0.0,0.0,0.0,Brunei,2022, WCQ — AFC (M)
Georgi Georgiev,180,50.0,0.0,0.0,Bulgaria,2022, WCQ — UEFA (M)
Herve Koffi,360,75.0,0.0,0.0,Burkina,2022, WCQ — CAF (M)
Justin Ndikumana,119,0.0,0.0,0.0,Burundi,2022, WCQ — CAF (M)
Keo Sokngon,900,10.0,0.0,1.0,Cambodia,2022, WCQ — AFC (M)
Devis Epassy,360,50.0,0.0,0.0,Cameroon,2022, WCQ — CAF (M)
Milan Borjan,630,57.1,0.0,0.0,Canada,2022, WCQ — CONCACAF (M)
Vozinha,360,25.0,0.0,0.0,Cape,2022, WCQ — CAF (M)
Albertini Holness,270,0.0,2.0,0.0,Cayman,2022, WCQ — CONCACAF (M)
Prince Samolah,360,25.0,0.0,0.0,Central,2022, WCQ — CAF (M)
Claudio Bravo,900,40.0,0.0,0.0,Chile,2022, WCQ — CONMEBOL (M)
Yan Junling,"1,080",50.0,0.0,0.0,China,2022, WCQ — AFC (M)
Pan Wen-chieh,450,0.0,0.0,0.0,Chinese,2022, WCQ — AFC (M)
David Ospina,810,44.4,0.0,0.0,Colombia,2022, WCQ — CONMEBOL (M)
Ali Ahamada,90,0.0,0.0,0.0,Comoros,2022, WCQ — CAF (M)
Joel Kiassumbua,360,25.0,0.0,0.0,Congo,2022, WCQ — CAF (M)
Christoffer Mafoumbi,360,0.0,0.0,0.0,Congo,2022, WCQ — CAF (M)
Keylor Navas,495,33.3,0.0,0.0,Costa,2022, WCQ — CONCACAF (M)
Dominik Livakovic,540,66.7,0.0,0.0,Croatia,2022, WCQ — UEFA (M)
Nelson Johnston,180,100.0,0.0,0.0,Cuba,2022, WCQ — CONCACAF (M)
Eloy Room,540,66.7,1.0,0.0,Curaçao,2022, WCQ — CONCACAF (M)
Neofytos Michael,592,16.7,0.0,1.0,Cyprus,2022, WCQ — UEFA (M)
Tomas Vaclik,463,33.3,0.0,0.0,Czech,2022, WCQ — UEFA (M)
Sylvain Gbohouo,360,50.0,0.0,0.0,Côte,2022, WCQ — CAF (M)
Kasper Schmeichel,720,100.0,0.0,0.0,Denmark,2022, WCQ — UEFA (M)
Innocent Mbonihankuye,540,16.7,0.0,0.0,Djibouti,2022, WCQ — CAF (M)
Rafael Diaz,360,50.0,0.0,1.0,Dominican,2022, WCQ — CONCACAF (M)
Glenson Prince,360,25.0,0.0,0.0,Dominica,2022, WCQ — CONCACAF (M)
Alexander Dominguez,630,14.3,1.0,0.0,Ecuador,2022, WCQ — CONMEBOL (M)
Mohamed El-Shenawy,295,75.0,0.0,0.0,Egypt,2022, WCQ — CAF (M)
Mario Gonzalez,900,70.0,0.0,0.0,El,2022, WCQ — CONCACAF (M)
Jordan Pickford,270,33.3,0.0,0.0,England,2022, WCQ — UEFA (M)
Jesus Owono,360,50.0,0.0,0.0,Equatorial,2022, WCQ — CAF (M)
Kibrom Solomon,180,0.0,0.0,0.0,Eritrea,2022, WCQ — CAF (M)
Karl Jakob Hein,360,50.0,0.0,0.0,Estonia,2022, WCQ — UEFA (M)
Sandanezwe Mathabela,180,50.0,1.0,0.0,Eswatini,2022, WCQ — CAF (M)
Fasil Gebremichael,315,33.3,0.0,0.0,Ethiopia,2022, WCQ — CAF (M)
Teitur Gestsson,360,0.0,0.0,0.0,Faroe,2022, WCQ — UEFA (M)
Lukas Hradecky,360,50.0,0.0,0.0,Finland,2022, WCQ — UEFA (M)
Hugo Lloris,540,50.0,0.0,0.0,France,2022, WCQ — UEFA (M)
Anthony Mfa Mezui,270,0.0,0.0,0.0,Gabon,2022, WCQ — CAF (M)
Giorgi Loria,630,0.0,0.0,0.0,Georgia,2022, WCQ — UEFA (M)
Manuel Neuer,450,100.0,0.0,0.0,Germany,2022, WCQ — UEFA (M)
Jojo Wollacott,180,50.0,0.0,0.0,Ghana,2022, WCQ — CAF (M)
Dayle Coleing,343,0.0,0.0,1.0,Gibraltar,2022, WCQ — UEFA (M)
Odisseas Vlachodimos,540,16.7,0.0,0.0,Greece,2022, WCQ — UEFA (M)
Jason Belfon,270,33.3,0.0,0.0,Grenada,2022, WCQ — CONCACAF (M)
Dallas Jaye,720,12.5,0.0,0.0,Guam,2022, WCQ — AFC (M)
Nicholas Hagen,270,100.0,0.0,0.0,Guatemala,2022, WCQ — CONCACAF (M)
Jonas Mendes,360,0.0,0.0,0.0,Guinea-Bissau,2022, WCQ — CAF (M)
Moussa Camara,180,0.0,0.0,0.0,Guinea,2022, WCQ — CAF (M)
Kai McKenzie-Lyle,270,33.3,0.0,0.0,Guyana,2022, WCQ — CONCACAF (M)
Johny Placide,360,75.0,0.0,0.0,Haiti,2022, WCQ — CONCACAF (M)
Luis Lopez Fernandez,540,33.3,0.0,0.0,Honduras,2022, WCQ — CONCACAF (M)
Yapp Hung Fai,720,25.0,1.0,0.0,Hong,2022, WCQ — AFC (M)
Peter Gulacsi,405,0.0,0.0,0.0,Hungary,2022, WCQ — UEFA (M)
Runar Alex Runarsson,270,0.0,0.0,0.0,Iceland,2022, WCQ — UEFA (M)
Gurpreet Singh Sandhu,720,25.0,0.0,1.0,India,2022, WCQ — AFC (M)
Andritany Ardhiyasa,180,0.0,0.0,0.0,Indonesia,2022, WCQ — AFC (M)
Alireza Beiranvand,990,63.6,1.0,0.0,Iran,2022, WCQ — AFC (M)
Mohammed Hameed Farhan,407,60.0,0.0,0.0,Iraq,2022, WCQ — AFC (M)
Ofir Marciano,720,12.5,0.0,1.0,Israel,2022, WCQ — UEFA (M)
Gianluigi Donnarumma,495,83.3,0.0,0.0,Italy,2022, WCQ — UEFA (M)
Andre Blake,540,33.3,0.0,0.0,Jamaica,2022, WCQ — CONCACAF (M)
Shuichi Gonda,900,60.0,0.0,0.0,Japan,2022, WCQ — AFC (M)
Amer Shafi,400,60.0,0.0,0.0,Jordan,2022, WCQ — AFC (M)
Stas Pokatilov,270,0.0,0.0,0.0,Kazakhstan,2022, WCQ — UEFA (M)
Ian Otieno,225,33.3,0.0,0.0,Kenya,2022, WCQ — CAF (M)
Kim Seung-gyu,720,62.5,0.0,0.0,Korea,2022, WCQ — AFC (M)
Arijanet Muric,450,20.0,0.0,0.0,Kosovo,2022, WCQ — UEFA (M)
Sulaiman Abdulghafoor,360,25.0,1.0,0.0,Kuwait,2022, WCQ — AFC (M)
Pavel Matyash,450,20.0,0.0,0.0,Kyrgyzstan,2022, WCQ — AFC (M)
Xaysavath Souvanhansok,180,50.0,0.0,0.0,Laos,2022, WCQ — AFC (M)
Roberts Ozols,408,25.0,0.0,0.0,Latvia,2022, WCQ — UEFA (M)
Mehdi Khalil,540,33.3,0.0,0.0,Lebanon,2022, WCQ — AFC (M)
Ashley Williams,270,33.3,0.0,0.0,Liberia,2022, WCQ — CAF (M)
Muhammad Nashnoush,360,25.0,0.0,0.0,Libya,2022, WCQ — CAF (M)
Benjamin Buchel,630,0.0,0.0,0.0,Liechtenstein,2022, WCQ — UEFA (M)
Ernestas Setkus,450,0.0,0.0,1.0,Lithuania,2022, WCQ — UEFA (M)
Anthony Moris,540,16.7,0.0,0.0,Luxembourg,2022, WCQ — UEFA (M)
Ho Man Fai,90,100.0,0.0,0.0,Macau,2022, WCQ — AFC (M)
Melvin Adrien,270,0.0,0.0,0.0,Madagascar,2022, WCQ — CAF (M)
Richard Chipuwa,180,50.0,0.0,0.0,Malawi,2022, WCQ — CAF (M)
Mohd Farizal Marlias,608,16.7,0.0,0.0,Malaysia,2022, WCQ — AFC (M)
Mohamed Faisal,720,12.5,1.0,0.0,Maldives,2022, WCQ — AFC (M)
Ibrahim Mounkoro,360,100.0,0.0,0.0,Mali,2022, WCQ — CAF (M)
Henry Bonello,711,12.5,0.0,1.0,Malta,2022, WCQ — UEFA (M)
Namori Diaw,225,0.0,0.0,0.0,Mauritania,2022, WCQ — CAF (M)
Guillermo Ochoa,540,50.0,0.0,0.0,Mexico,2022, WCQ — CONCACAF (M)
Cristian Avram,450,0.0,0.0,0.0,Moldova,2022, WCQ — UEFA (M)
Batsaikhany Ariunbold,405,25.0,0.0,0.0,Mongolia,2022, WCQ — AFC (M)
Milan Mijatovic,540,33.3,0.0,0.0,Montenegro,2022, WCQ — UEFA (M)
Corrin Brooks-Meade,270,0.0,0.0,0.0,Montserrat,2022, WCQ — CONCACAF (M)
Yassine Bounou,360,75.0,0.0,0.0,Morocco,2022, WCQ — CAF (M)
Ernani,315,25.0,0.0,0.0,Mozambique,2022, WCQ — CAF (M)
Loydt Kazapua,450,40.0,0.0,0.0,Namibia,2022, WCQ — CAF (M)
Kiran Chemjong,720,25.0,0.0,0.0,Nepal,2022, WCQ — AFC (M)
Justin Bijlow,450.0,60.0,0.0,0.0,Netherlands,2022, WCQ — UEFA (M)
Denis Espinoza,270,66.7,0.0,0.0,Nicaragua,2022, WCQ — CONCACAF (M)
Maduka Okoye,270,66.7,0.0,0.0,Nigeria,2022, WCQ — CAF (M)
Kassaly Daouda,360,0.0,0.0,0.0,Niger,2022, WCQ — CAF (M)
Stole Dimitrievski,720,50.0,0.0,0.0,North,2022, WCQ — UEFA (M)
Bailey Peacock-Farrell,540,33.3,0.0,2.0,Northern,2022, WCQ — UEFA (M)
rjan Nyland,270,33.3,0.0,0.0,Norway,2022, WCQ — UEFA (M)
Faiz Al-Rushaidi,900,30.0,0.0,1.0,Oman,2022, WCQ — AFC (M)
Yousuf Butt,180,0.0,0.0,0.0,Pakistan,2022, WCQ — AFC (M)
Rami Hamada,540,66.7,0.0,0.0,Palestine,2022, WCQ — AFC (M)
Luis Mejia,810,55.6,0.0,0.0,Panama,2022, WCQ — CONCACAF (M)
Antony Silva,990,27.3,1.0,0.0,Paraguay,2022, WCQ — CONMEBOL (M)
Pedro Gallese,"1,080",16.7,0.0,0.0,Peru,2022, WCQ — CONMEBOL (M)
Neil Etheridge,270,33.3,0.0,0.0,Philippines,2022, WCQ — AFC (M)
Wojciech Szczesny,585,28.6,0.0,0.0,Poland,2022, WCQ — UEFA (M)
Anthony Lopes,270,33.3,0.0,0.0,Portugal,2022, WCQ — UEFA (M)
Cody Laurendi,180,0.0,0.0,0.0,Puerto,2022, WCQ — CONCACAF (M)
Saad Al Sheeb,630,85.7,1.0,0.0,Qatar,2022, WCQ — AFC (M)
Gavin Bazunu,450,20.0,0.0,1.0,Republic,2022, WCQ — UEFA (M)
Florin Nita,720,50.0,0.0,0.0,Romania,2022, WCQ — UEFA (M)
Guilherme Marinato,270,100.0,0.0,0.0,Russia,2022, WCQ — UEFA (M)
