Player,Min,CS%,PKsv,PKm,Country,Year,Comp
Daouda Diakite,447,75.0,0.0,0.0,Burkina,2013, Africa Cup of Nations
Vozinha,360,25.0,0.0,0.0,Cape,2013, Africa Cup of Nations
Robert Kidiaba,270,33.3,0.0,0.0,Congo,2013, Africa Cup of Nations
Boubacar Barry,270,33.3,0.0,0.0,Côte,2013, Africa Cup of Nations
Zerihun Tadele,141,0.0,0.0,0.0,Ethiopia,2013, Africa Cup of Nations
Fatau Dauda,570,50.0,0.0,0.0,Ghana,2013, Africa Cup of Nations
Gianluigi Buffon,510,20.0,0.0,0.0,Italy,2013, FIFA Confederations Cup
Eiji Kawashima,270,0.0,1.0,0.0,Japan,2013, FIFA Confederations Cup
Mamadou Samassa,360,25.0,0.0,0.0,Mali,2013, Africa Cup of Nations
Jose Corona,180,0.0,0.0,0.0,Mexico,2013, FIFA Confederations Cup
Nadir Lamyaghri,270,33.3,0.0,0.0,Morocco,2013, Africa Cup of Nations
Vincent Enyeama,270,0.0,0.0,0.0,Nigeria,2013, FIFA Confederations Cup
Kassaly Daouda,270,33.3,0.0,0.0,Niger,2013, Africa Cup of Nations
Itumeleng Khune,390,50.0,0.0,0.0,South,2013, Africa Cup of Nations
Iker Casillas,300,33.3,0.0,0.0,Spain,2013, FIFA Confederations Cup
Gilbert Meriel,90,0.0,1.0,0.0,Tahiti,2013, FIFA Confederations Cup
Kossi Agassa,390,25.0,0.0,1.0,Togo,2013, Africa Cup of Nations
Moez Ben Cherifia,270,33.3,0.0,0.0,Tunisia,2013, Africa Cup of Nations
Fernando Muslera,390,0.0,0.0,0.0,Uruguay,2013, FIFA Confederations Cup
Kennedy Mweene,270,33.3,1.0,1.0,Zambia,2013, Africa Cup of Nations
Hameedullah Yousufzai,180,0.0,0.0,0.0,Afghanistan,2014, WCQ — AFC (M)
Etrit Berisha,630,42.9,0.0,0.0,Albania,2014, WCQ — UEFA (M)
Rais M'Bolhi,390,0.0,0.0,0.0,Algeria,2014, FIFA World Cup
Nicky Salapu,270,0.0,0.0,0.0,American,2014, WCQ — OFC (M)
Josep Gomes,540,0.0,0.0,0.0,Andorra,2014, WCQ — UEFA (M)
Landu,270,33.3,0.0,0.0,Angola,2014, WCQ — CAF (M)
Kelvin Liddie,180.0,0.0,0.0,0.0,Anguilla,2014, WCQ — CONCACAF (M)
Molvin James,795,44.4,0.0,0.0,Antigua,2014, WCQ — CONCACAF (M)
Sergio Romero,720,57.1,0.0,0.0,Argentina,2014, FIFA World Cup
Roman Berezovsky,698,12.5,0.0,0.0,Armenia,2014, WCQ — UEFA (M)
Eric Abdul,210,0.0,0.0,0.0,Aruba,2014, WCQ — CONCACAF (M)
Mathew Ryan,270,0.0,0.0,0.0,Australia,2014, FIFA World Cup
Robert Almer,630,42.9,0.0,0.0,Austria,2014, WCQ — UEFA (M)
Kamran Aghayev,810,22.2,0.0,0.0,Azerbaijan,2014, WCQ — UEFA (M)
Raynaldo Sturrup,180,100.0,0.0,0.0,Bahamas,2014, WCQ — CONCACAF (M)
Sayed Mohammed Jaffer,540,66.7,0.0,0.0,Bahrain,2014, WCQ — AFC (M)
Biplob Bhattacharjee,180,100.0,0.0,0.0,Bangladesh,2014, WCQ — AFC (M)
Jason Boxhill,384,0.0,0.0,0.0,Barbados,2014, WCQ — CONCACAF (M)
Syarhey Vyeramko,630,14.3,0.0,0.0,Belarus,2014, WCQ — UEFA (M)
Thibaut Courtois,480,40.0,0.0,0.0,Belgium,2014, FIFA World Cup
Shane Orio,519,16.7,0.0,0.0,Belize,2014, WCQ — CONCACAF (M)
Fabien Farnolle,265,33.3,0.0,0.0,Benin,2014, WCQ — CAF (M)
Freddy Hall,360,0.0,0.0,0.0,Bermuda,2014, WCQ — CONCACAF (M)
Carlos Erwin Arias,270,0.0,0.0,0.0,Bolivia,2014, WCQ — CONMEBOL (M)
Asmir Begovic,270,0.0,0.0,0.0,Bosnia,2014, FIFA World Cup
Kabelo Dambe,540,16.7,0.0,0.0,Botswana,2014, WCQ — CAF (M)
Julio Cesar,660,14.3,0.0,0.0,Brazil,2014, FIFA World Cup
Dowlyn Daly,180,0.0,0.0,0.0,British,2014, WCQ — CONCACAF (M)
Nikolay Mihaylov,720,37.5,0.0,0.0,Bulgaria,2014, WCQ — UEFA (M)
Daouda Diakite,450,60.0,0.0,0.0,Burkina,2014, WCQ — CAF (M)
Saidi Tama Nduwimana,180,0.0,0.0,0.0,Burundi,2014, WCQ — CAF (M)
Ouk Mic,210,0.0,0.0,0.0,Cambodia,2014, WCQ — AFC (M)
Charles Itandje,270,0.0,0.0,0.0,Cameroon,2014, FIFA World Cup
Lars Hirschfeld,720,62.5,0.0,0.0,Canada,2014, WCQ — CONCACAF (M)
Vozinha,360,75.0,0.0,0.0,Cape,2014, WCQ — CAF (M)
Ramon Sealy,270,0.0,0.0,0.0,Cayman,2014, WCQ — CONCACAF (M)
Geoffrey Lembet,270,33.3,0.0,0.0,Central,2014, WCQ — CAF (M)
Brice Mabaya II,180,50.0,0.0,0.0,Chad,2014, WCQ — CAF (M)
Claudio Bravo,390,25.0,0.0,0.0,Chile,2014, FIFA World Cup
Yang Zhi,585,14.3,0.0,0.0,China,2014, WCQ — AFC (M)
Lin Po-cheng,135,0.0,0.0,0.0,Chinese,2014, WCQ — AFC (M)
David Ospina,445,40.0,0.0,0.0,Colombia,2014, FIFA World Cup
Mohamed Hassani Mbalia,90,0.0,0.0,0.0,Comoros,2014, WCQ — CAF (M)
Robert Kidiaba,450,80.0,0.0,0.0,Congo,2014, WCQ — CAF (M)
Barel Mouko,720,62.5,0.0,0.0,Congo,2014, WCQ — CAF (M)
Tony Jamieson,180,0.0,0.0,0.0,Cook,2014, WCQ — OFC (M)
Keylor Navas,510,60.0,0.0,0.0,Costa,2014, FIFA World Cup
Stipe Pletikosa,270,33.3,0.0,0.0,Croatia,2014, FIFA World Cup
Odisnel Cooper,270,0.0,0.0,0.0,Cuba,2014, WCQ — CONCACAF (M)
Rugenio Josephia,311,25.0,0.0,0.0,Curaçao,2014, WCQ — CONCACAF (M)
Antonis Georgallides,619,28.6,0.0,0.0,Cyprus,2014, WCQ — UEFA (M)
Petr Cech,900,50.0,0.0,0.0,Czech,2014, WCQ — UEFA (M)
Boubacar Barry,270,0.0,0.0,0.0,Côte,2014, FIFA World Cup
Stephan Andersen,810,33.3,0.0,0.0,Denmark,2014, WCQ — UEFA (M)
Youssouf Loita Abdoulrahman,180,0.0,0.0,0.0,Djibouti,2014, WCQ — CAF (M)
Miguel Lloyd,585,42.9,0.0,0.0,Dominican,2014, WCQ — CONCACAF (M)
Glenson Prince,360,0.0,0.0,0.0,Dominica,2014, WCQ — CONCACAF (M)
Alexander Dominguez,270,33.3,0.0,0.0,Ecuador,2014, FIFA World Cup
Sherif Ekramy,417,20.0,0.0,0.0,Egypt,2014, WCQ — CAF (M)
Dagoberto Portillo,810,22.2,0.0,0.0,El,2014, WCQ — CONCACAF (M)
Joe Hart,180,0.0,0.0,0.0,England,2014, FIFA World Cup
Danilo Clementino,450,0.0,0.0,0.0,Equatorial,2014, WCQ — CAF (M)
Samuel Alazar,90,0.0,0.0,0.0,Eritrea,2014, WCQ — CAF (M)
Sergei Pareiko,900,20.0,0.0,0.0,Estonia,2014, WCQ — UEFA (M)
Sandile Ginindza,180,0.0,0.0,0.0,Eswatini,2014, WCQ — CAF (M)
Sisay Bancha,360,25.0,0.0,0.0,Ethiopia,2014, WCQ — CAF (M)
Gunnar Nielsen,810.0,0.0,0.0,0.0,Faroe,2014, WCQ — UEFA (M)
Niki Maenpaa,630,28.6,0.0,0.0,Finland,2014, WCQ — UEFA (M)
Hugo Lloris,450,60.0,0.0,0.0,France,2014, FIFA World Cup
Didier Ovono,540,33.3,0.0,0.0,Gabon,2014, WCQ — CAF (M)
Christopher Allen,360,0.0,0.0,0.0,Gambia,2014, WCQ — CAF (M)
Giorgi Loria,432,40.0,0.0,0.0,Georgia,2014, WCQ — UEFA (M)
Manuel Neuer,690,57.1,0.0,0.0,Germany,2014, FIFA World Cup
Fatau Dauda,180,0.0,0.0,0.0,Ghana,2014, FIFA World Cup
Orestis Karnezis,324,25.0,0.0,0.0,Greece,2014, FIFA World Cup
Josh Charles,360,0.0,0.0,0.0,Grenada,2014, WCQ — CONCACAF (M)
Doug Herrick,168,0.0,0.0,0.0,Guam,2014, Friendlies (M)
Ricardo Jerez Jr.,990,27.3,0.0,0.0,Guatemala,2014, WCQ — CONCACAF (M)
Jonas Mendes,180,0.0,0.0,0.0,Guinea-Bissau,2014, WCQ — CAF (M)
Abdul Aziz Keita,294,66.7,0.0,0.0,Guinea,2014, WCQ — CAF (M)
Ronson Williams,630,28.6,0.0,0.0,Guyana,2014, WCQ — CONCACAF (M)
Steward Ceus,360,50.0,0.0,0.0,Haiti,2014, WCQ — CONCACAF (M)
Noel Valladares,270,0.0,0.0,0.0,Honduras,2014, FIFA World Cup
Yapp Hung Fai,180,0.0,0.0,0.0,Hong,2014, WCQ — AFC (M)
Adam Bogdan,630,28.6,0.0,0.0,Hungary,2014, WCQ — UEFA (M)
Hannes or Halldorsson,"1,080",25.0,0.0,0.0,Iceland,2014, WCQ — UEFA (M)
Karanjit Singh,152,0.0,0.0,0.0,India,2014, WCQ — AFC (M)
Ferry Rotinsulu,270,0.0,0.0,0.0,Indonesia,2014, WCQ — AFC (M)
Alireza Haghighi,270,33.3,0.0,0.0,Iran,2014, FIFA World Cup
Mohammed Gassid,900,50.0,0.0,0.0,Iraq,2014, WCQ — AFC (M)
Dudu Aouate,900,30.0,0.0,0.0,Israel,2014, WCQ — UEFA (M)
Gianluigi Buffon,180,0.0,0.0,0.0,Italy,2014, FIFA World Cup
Donovan Ricketts,643,25.0,0.0,0.0,Jamaica,2014, WCQ — CONCACAF (M)
Eiji Kawashima,270,33.3,0.0,0.0,Japan,2014, FIFA World Cup
Amer Shafi,"1,469",31.3,0.0,0.0,Jordan,2014, WCQ — AFC (M)
Andrei Gennadyevich Sidelnikov,900,10.0,0.0,0.0,Kazakhstan,2014, WCQ — UEFA (M)
Arnold Origi,360,50.0,0.0,0.0,Kenya,2014, WCQ — CAF (M)
Ri Myong-guk,450,20.0,0.0,0.0,Korea,2014, WCQ — AFC (M)
Jung Sung-ryong,180,0.0,0.0,0.0,Korea,2014, FIFA World Cup
Nawaf Al-Khaldi,720,12.5,0.0,0.0,Kuwait,2014, WCQ — AFC (M)
Ruslan Amirov,106,0.0,0.0,0.0,Kyrgyzstan,2014, WCQ — AFC (M)
Chintana Souksavath,390,0.0,0.0,0.0,Laos,2014, WCQ — AFC (M)
Andris Vanins,720,12.5,0.0,0.0,Latvia,2014, WCQ — UEFA (M)
Ziad Al-Samad,720,12.5,0.0,0.0,Lebanon,2014, WCQ — AFC (M)
Mohau Kuenane,428,20.0,0.0,0.0,Lesotho,2014, WCQ — CAF (M)
Nathaniel Sherman Jr.,540,33.3,0.0,0.0,Liberia,2014, WCQ — CAF (M)
Muhammad Nashnoush,540,50.0,0.0,0.0,Libya,2014, WCQ — CAF (M)
Peter Jehle,720,0.0,0.0,0.0,Liechtenstein,2014, WCQ — UEFA (M)
Zydrunas Karcemarskas,585,28.6,0.0,0.0,Lithuania,2014, WCQ — UEFA (M)
Jonathan Joubert,900,10.0,0.0,0.0,Luxembourg,2014, WCQ — UEFA (M)
Leong Chon Kit,90,0.0,0.0,0.0,Macau,2014, WCQ — AFC (M)
Robin Rakotonirina,90,0.0,0.0,0.0,Madagascar,2014, WCQ — CAF (M)
Charles Swini,270,33.3,0.0,0.0,Malawi,2014, WCQ — CAF (M)
Sharbinee Allawee,270,0.0,0.0,0.0,Malaysia,2014, WCQ — AFC (M)
Mohamed Imran,180,0.0,0.0,0.0,Maldives,2014, WCQ — AFC (M)
Soumbeila Diakite,450,0.0,0.0,0.0,Mali,2014, WCQ — CAF (M)
Justin Haber,540,16.7,0.0,0.0,Malta,2014, WCQ — UEFA (M)
Souleimane Brahim,90,0.0,0.0,0.0,Mauritania,2014, Friendlies (M)
Guillermo Ochoa,360,50.0,0.0,0.0,Mexico,2014, FIFA World Cup
Stanislav Namasco,630,28.6,0.0,0.0,Moldova,2014, WCQ — UEFA (M)
Tseveensurengiin Ganbayar,180,50.0,0.0,0.0,Mongolia,2014, WCQ — AFC (M)
Mladen Bozovic,720,50.0,0.0,0.0,Montenegro,2014, WCQ — UEFA (M)
Micah Hilton,90,0.0,0.0,0.0,Montserrat,2014, WCQ — CONCACAF (M)
Nadir Lamyaghri,360,0.0,0.0,0.0,Morocco,2014, WCQ — CAF (M)
Ricardo Campos,270,33.3,0.0,0.0,Mozambique,2014, WCQ — CAF (M)
Kyaw Zin Htet,360,25.0,0.0,0.0,Myanmar,2014, WCQ — AFC (M)
Virgil Vries,540,50.0,0.0,0.0,Namibia,2014, WCQ — CAF (M)
Kiran Chemjong,360,25.0,0.0,0.0,Nepal,2014, WCQ — AFC (M)
Jasper Cillessen,690.0,57.1,0.0,0.0,Netherlands,2014, FIFA World Cup
Rocky Nyikeine,90,0.0,0.0,0.0,New,2014, WCQ — OFC (M)
Jake Gleeson,180,0.0,0.0,0.0,New,2014, Friendlies (M)
Denis Espinoza,360,50.0,0.0,0.0,Nicaragua,2014, WCQ — CONCACAF (M)
Vincent Enyeama,360,50.0,0.0,0.0,Nigeria,2014, FIFA World Cup
Kassaly Daouda,450,20.0,0.0,0.0,Niger,2014, WCQ — CAF (M)
Tome Pacovski,630,14.3,0.0,0.0,North,2014, WCQ — UEFA (M)
Roy Carroll,900,10.0,0.0,0.0,Northern,2014, WCQ — UEFA (M)
Rune Jarstein,810,11.1,0.0,0.0,Norway,2014, WCQ — UEFA (M)
Ali Al-Habsi,"1,260",50.0,0.0,0.0,Oman,2014, WCQ — AFC (M)
Jaffar Khan,180,50.0,0.0,0.0,Pakistan,2014, WCQ — AFC (M)
Mohammed Shbair,270,33.3,0.0,0.0,Palestine,2014, WCQ — AFC (M)
Jaime Penedo,"1,530",41.2,1.0,0.0,Panama,2014, WCQ — CONCACAF (M)
Ronald Warisan,90,0.0,0.0,0.0,Papua,2014, Friendlies (M)
Diego Barreto,450,20.0,0.0,0.0,Paraguay,2014, WCQ — CONMEBOL (M)
Raul Fernandez,900,30.0,0.0,0.0,Peru,2014, WCQ — CONMEBOL (M)
Neil Etheridge,360,25.0,0.0,0.0,Philippines,2014, WCQ — AFC (M)
Artur Boruc,540,16.7,0.0,0.0,Poland,2014, WCQ — UEFA (M)
Beto,179,0.0,0.0,0.0,Portugal,2014, FIFA World Cup
Brandon Saldana,270,66.7,0.0,0.0,Puerto,2014, WCQ — CONCACAF (M)
Qasem Burhan,"1,260",50.0,0.0,0.0,Qatar,2014, WCQ — AFC (M)
David Forde,630,28.6,0.0,0.0,Republic,2014, WCQ — UEFA (M)
Ciprian Tatarusanu,675,57.1,0.0,0.0,Romania,2014, WCQ — UEFA (M)
Igor Akinfeev,270,0.0,0.0,0.0,Russia,2014, FIFA World Cup
Jean Claude Ndori,630,0.0,0.0,0.0,Rwanda,2014, WCQ — CAF (M)
Akil Byron,540,33.3,0.0,0.0,Saint,2014, WCQ — CONCACAF (M)
Iran Cassius,660,0.0,0.0,0.0,Saint,2014, WCQ — CONCACAF (M)
Dwayne Sandy,540,0.0,0.0,0.0,Saint,2014, WCQ — CONCACAF (M)
Kilisimasi Toetu,270,33.3,0.0,0.0,Samoa,2014, WCQ — OFC (M)
Aldo Junior Simoncini,810,0.0,0.0,0.0,San,2014, WCQ — UEFA (M)
Waleed Abdullah,360,75.0,0.0,0.0,Saudi,2014, WCQ — AFC (M)
Allan McGregor,630,42.9,0.0,0.0,Scotland,2014, WCQ — UEFA (M)
Bouna Coundoul,540,33.3,0.0,0.0,Senegal,2014, WCQ — CAF (M)
Vladimir Stojkovic,630,42.9,0.0,0.0,Serbia,2014, WCQ — UEFA (M)
Vincent Euphrasie,90,0.0,0.0,0.0,Seychelles,2014, WCQ — CAF (M)
Christian Caulker,270,0.0,0.0,0.0,Sierra,2014, WCQ — CAF (M)
Izwan Mahbud,325,0.0,0.0,0.0,Singapore,2014, WCQ — AFC (M)
Dusan Kuciak,450,20.0,0.0,0.0,Slovakia,2014, WCQ — UEFA (M)
Samir Handanovic,720,37.5,0.0,0.0,Slovenia,2014, WCQ — UEFA (M)
Cali Mursal Qaalid,180,50.0,0.0,0.0,Somalia,2014, WCQ — CAF (M)
Itumeleng Khune,540,33.3,0.0,0.0,South,2014, WCQ — CAF (M)
Kannady Santolino Tombe,90,0.0,0.0,0.0,South,2014, Friendlies (M)
Iker Casillas,180,0.0,0.0,0.0,Spain,2014, FIFA World Cup
Manjula Sampath,180,0.0,0.0,0.0,Sri,2014, WCQ — AFC (M)
El Muez Mahgoub,270,33.3,0.0,0.0,Sudan,2014, WCQ — CAF (M)
Obrendo Huiswoud,450,40.0,0.0,0.0,Suriname,2014, WCQ — CONCACAF (M)
Andreas Isaksson,900,30.0,0.0,0.0,Sweden,2014, WCQ — UEFA (M)
Diego Benaglio,390,25.0,1.0,0.0,Switzerland,2014, FIFA World Cup
Kawa Hesso,180,0.0,0.0,0.0,Syria,2014, WCQ — AFC (M)
Gi,90,0.0,0.0,0.0,São,2014, WCQ — CAF (M)
Mikael Roche,90,0.0,0.0,0.0,Tahiti,2014, WCQ — OFC (M)
Alisher Tuychiev,720,25.0,0.0,0.0,Tajikistan,2014, WCQ — AFC (M)
Juma Kaseja,720,0.0,0.0,0.0,Tanzania,2014, WCQ — CAF (M)
Sinthaweechai Hathairattanakool,450,40.0,0.0,0.0,Thailand,2014, WCQ — AFC (M)
Diamantino Leong,180,0.0,0.0,0.0,Timor-Leste,2014, WCQ — AFC (M)
Baba Tchagouni,540,0.0,0.0,0.0,Togo,2014, WCQ — CAF (M)
Kaneti Felela,270,0.0,0.0,0.0,Tonga,2014, WCQ — OFC (M)
Marvin Phillip,450,60.0,0.0,0.0,Trinidad,2014, WCQ — CONCACAF (M)
Moez Ben Cherifia,540,33.3,0.0,0.0,Tunisia,2014, WCQ — CAF (M)
Volkan Demirel,540,50.0,0.0,0.0,Turkey,2014, WCQ — UEFA (M)
Maksatmyrat Samyradow,180,0.0,0.0,0.0,Turkmenistan,2014, WCQ — AFC (M)
Raymondson Azemard,90,0.0,0.0,0.0,Turks,2014, WCQ — CONCACAF (M)
Robert Odongkara,270,33.3,0.0,0.0,Uganda,2014, WCQ — CAF (M)
Andriy Pyatov,"1,080",58.3,0.0,0.0,Ukraine,2014, WCQ — UEFA (M)
Majed Naser,450,0.0,0.0,0.0,United,2014, WCQ — AFC (M)
Dillon Pieffer,540,16.7,0.0,0.0,United,2014, WCQ — CONCACAF (M)
Tim Howard,390,0.0,0.0,0.0,United,2014, FIFA World Cup
Fernando Muslera,360,25.0,0.0,0.0,Uruguay,2014, FIFA World Cup
Ignatiy Nesterov,"1,440",62.5,0.0,0.0,Uzbekistan,2014, WCQ — AFC (M)
Ernest Bong,90,0.0,0.0,0.0,Vanuatu,2014, WCQ — OFC (M)
Renny Vega,450,40.0,0.0,0.0,Venezuela,2014, WCQ — CONMEBOL (M)
Nguyen Manh Dung,360,25.0,0.0,0.0,Vietnam,2014, WCQ — AFC (M)
Boaz Myhill,540,0.0,0.0,0.0,Wales,2014, WCQ — UEFA (M)
Salem Saeed,180,50.0,0.0,0.0,Yemen,2014, WCQ — AFC (M)
Kennedy Mweene,502,50.0,0.0,0.0,Zambia,2014, WCQ — CAF (M)
Washington Arubi,270,0.0,0.0,0.0,Zimbabwe,2014, WCQ — CAF (M)
Mohammad Fardin Kohestani,180,50.0,0.0,0.0,Afghanistan,2015, Friendlies (M)
Etrit Berisha,165,50.0,0.0,0.0,Albania,2015, Friendlies (M)
Rais M'Bolhi,360,25.0,0.0,1.0,Algeria,2015, Africa Cup of Nations
Pita Falevalu,90,0.0,0.0,0.0,American,2015, Friendlies (M)
Josep Gomes,135,0.0,0.0,0.0,Andorra,2015, Friendlies (M)
Landu,360,75.0,0.0,0.0,Angola,2015, Africa Cup of Nations qualification
Molvin James,90,100.0,0.0,0.0,Antigua,2015, Friendlies (M)
Sergio Romero,600,66.7,0.0,0.0,Argentina,2015, Copa América
Gevorg Kasparov,90,0.0,0.0,0.0,Armenia,2015, Friendlies (M)
Mathew Ryan,570,50.0,0.0,0.0,Australia,2015, Asian Cup
Ramazan Ozcan,180,0.0,0.0,0.0,Austria,2015, Friendlies (M)
Kamran Aghayev,90,0.0,0.0,0.0,Azerbaijan,2015, Friendlies (M)
Sayed Mohammed Jaffer,180,0.0,0.0,0.0,Bahrain,2015, Asian Cup
Md Sahidul Alam Sohel,180,100.0,0.0,1.0,Bangladesh,2015, Friendlies (M)
Dario Weir,303,0.0,0.0,0.0,Barbados,2015, Friendlies (M)
Sergei Chernik,90,100.0,0.0,0.0,Belarus,2015, Friendlies (M)
Thibaut Courtois,90,0.0,0.0,0.0,Belgium,2015, Friendlies (M)
Saturnin Allagbe,270,100.0,0.0,0.0,Benin,2015, Africa Cup of Nations qualification
Detre Bell,90,0.0,0.0,0.0,Bermuda,2015, Friendlies (M)
Hari Gurung,90,0.0,0.0,0.0,Bhutan,2015, Friendlies (M)
Romel Quinonez,360,25.0,1.0,0.0,Bolivia,2015, Copa América
Asmir Begovic,90,0.0,0.0,0.0,Bosnia,2015, Friendlies (M)
Kabelo Dambe,450,20.0,0.0,0.0,Botswana,2015, Africa Cup of Nations qualification
Jefferson,390,0.0,0.0,0.0,Brazil,2015, Copa América
Daniel Barker,90.0,0.0,0.0,0.0,British,2015, Friendlies (M)
Bozhidar Mitrev,135,50.0,0.0,0.0,Bulgaria,2015, Friendlies (M)
Germain Sanou,270,33.3,0.0,0.0,Burkina,2015, Africa Cup of Nations
Arakaza MacArthur,90,0.0,0.0,0.0,Burundi,2015, Friendlies (M)
Sou Yaty,270,33.3,0.0,0.0,Cambodia,2015, Friendlies (M)
Fabrice Ondoa,270,0.0,0.0,0.0,Cameroon,2015, Africa Cup of Nations
Kyriakos Stamatopoulos,270,66.7,0.0,0.0,Canada,2015, Gold Cup
Vozinha,270,66.7,0.0,0.0,Cape,2015, Africa Cup of Nations
Danner Nelson,73,0.0,0.0,0.0,Cayman,2015, Friendlies (M)
Dillah Mbairamadji,180,0.0,0.0,0.0,Chad,2015, Africa Cup of Nations qualification
Claudio Bravo,570,66.7,0.0,0.0,Chile,2015, Copa América
Wang Dalei,360,25.0,0.0,1.0,China,2015, Asian Cup
Chiu Yu-hung,90,0.0,0.0,0.0,Chinese,2015, Friendlies (M)
David Ospina,390,75.0,0.0,0.0,Colombia,2015, Copa América
Robert Kidiaba,570,33.3,0.0,0.0,Congo,2015, Africa Cup of Nations
Christoffer Mafoumbi,360,25.0,0.0,0.0,Congo,2015, Africa Cup of Nations
Esteban Alvarado,390,25.0,0.0,0.0,Costa,2015, Gold Cup
Danijel Subasic,90.0,100.0,0.0,0.0,Croatia,2015, Friendlies (M)
Diosvelis Guerra,360,25.0,0.0,0.0,Cuba,2015, Gold Cup
Tomas Vaclik,180,0.0,0.0,0.0,Czech,2015, Friendlies (M)
Sylvain Gbohouo,450,20.0,0.0,0.0,Côte,2015, Africa Cup of Nations
Kasper Schmeichel,270,0.0,0.0,0.0,Denmark,2015, Friendlies (M)
Miguel Lloyd,90,0.0,0.0,0.0,Dominican,2015, Friendlies (M)
Glenson Prince,90,0.0,0.0,0.0,Dominica,2015, Friendlies (M)
Alexander Dominguez,270,0.0,0.0,0.0,Ecuador,2015, Copa América
Ahmed El-Shenawy,191,66.7,0.0,0.0,Egypt,2015, Africa Cup of Nations qualification
Derby Carrillo,270,33.3,0.0,0.0,El,2015, Gold Cup
Joe Hart,315,50.0,0.0,0.0,England,2015, Friendlies (M)
Felipe Ovono,600,50.0,0.0,0.0,Equatorial,2015, Africa Cup of Nations
Mihkel Aksalu,180,50.0,0.0,0.0,Estonia,2015, Friendlies (M)
Nhlanhla Gwebu,180,0.0,0.0,0.0,Eswatini,2015, Africa Cup of Nations qualification
Tariku Getnet,90,0.0,0.0,1.0,Ethiopia,2015, Friendlies (M)
Beniamino Mateinaqara,180,0.0,0.0,0.0,Fiji,2015, Friendlies (M)
Lukas Hradecky,90,100.0,1.0,1.0,Finland,2015, Friendlies (M)
Hugo Lloris,630,42.9,0.0,0.0,France,2015, Friendlies (M)
Didier Ovono,270,33.3,0.0,0.0,Gabon,2015, Africa Cup of Nations
Modou Jobe,65,0.0,0.0,0.0,Gambia,2015, Friendlies (M)
Giorgi Loria,225,33.3,0.0,0.0,Georgia,2015, Friendlies (M)
Ron-Robert Zieler,180,0.0,0.0,0.0,Germany,2015, Friendlies (M)
Brimah Razak,570,66.7,0.0,0.0,Ghana,2015, Africa Cup of Nations
Jordan Perez,45,0.0,0.0,0.0,Gibraltar,2015, Friendlies (M)
Stefanos Kapino,180.0,50.0,0.0,0.0,Greece,2015, Friendlies (M)
Jason Belfon,270.0,33.3,0.0,0.0,Grenada,2015, Friendlies (M)
Doug Herrick,90,0.0,0.0,0.0,Guam,2015, Friendlies (M)
Paulo Cesar Motta,180,50.0,0.0,0.0,Guatemala,2015, Gold Cup
Naby Yattara,359,0.0,0.0,1.0,Guinea,2015, Africa Cup of Nations
Akel Clarke,180,50.0,0.0,0.0,Guyana,2015, Friendlies (M)
Johny Placide,360,25.0,0.0,0.0,Haiti,2015, Gold Cup
Donis Escober,270,0.0,0.0,0.0,Honduras,2015, Gold Cup
Yapp Hung Fai,540,33.3,0.0,0.0,Hong,2015, AFC Asian Cup qualification
Denes Dibusz,45,100.0,0.0,0.0,Hungary,2015, Friendlies (M)
Ogmundur Kristinsson,360,0.0,0.0,0.0,Iceland,2015, Friendlies (M)
Subrata Pal,45,100.0,0.0,0.0,India,2015, Friendlies (M)
I Made Wirawan,270,0.0,0.0,0.0,Indonesia,2015, AFC Asian Cup qualification
Alireza Haghighi,390,75.0,0.0,0.0,Iran,2015, Asian Cup
Jalal Hassan,480.0,40.0,0.0,0.0,Iraq,2015, Asian Cup
Gianluigi Buffon,249,0.0,0.0,0.0,Italy,2015, Friendlies (M)
Ryan Thompson,336,66.7,0.0,0.0,Jamaica,2015, Gold Cup
Eiji Kawashima,390,75.0,0.0,0.0,Japan,2015, Asian Cup
Amer Shafi,270,0.0,0.0,0.0,Jordan,2015, Asian Cup
Stas Pokatilov,180,100.0,0.0,0.0,Kazakhstan,2015, Friendlies (M)
Ian Otieno,90.0,100.0,0.0,0.0,Kenya,2015, Friendlies (M)
Ri Myong-guk,270,0.0,0.0,1.0,Korea,2015, Asian Cup
Kim Jin-hyeon,510,80.0,0.0,0.0,Korea,2015, Asian Cup
Hameed Al-Qallaf,180,0.0,0.0,0.0,Kuwait,2015, Asian Cup
Phoutpasong Sengdalavong,360,0.0,0.0,1.0,Laos,2015, Friendlies (M)
Aleksandrs Kolinko,90,0.0,0.0,0.0,Latvia,2015, Friendlies (M)
Abbas Hassan,540,16.7,0.0,0.0,Lebanon,2015, AFC Asian Cup qualification
Phasumane Kholuoe,180,0.0,0.0,0.0,Lesotho,2015, Africa Cup of Nations qualification
Muhammad Nashnoush,180,50.0,0.0,0.0,Libya,2015, Africa Cup of Nations qualification
Peter Jehle,98,50.0,0.0,0.0,Liechtenstein,2015, Friendlies (M)
Edvinas Gertmonas,90,0.0,0.0,0.0,Lithuania,2015, Friendlies (M)
Jonathan Joubert,360,50.0,0.0,0.0,Luxembourg,2015, Friendlies (M)
Ho Man Fai,90,0.0,0.0,0.0,Macau,2015, Friendlies (M)
Robin Rakotonirina,180,0.0,0.0,0.0,Madagascar,2015, Africa Cup of Nations qualification
McDonald Harawa,210,50.0,0.0,0.0,Malawi,2015, Africa Cup of Nations qualification
