,NomDesClubs,lienClubDetails,SexeDuClub,divisionDuClub,linkDivisionDetail,DebutSaisonSave,DerniereSaisonSave,NombreDeCompetitionJoue,nombreDePremierePlace
0,Empoli FC,https://fbref.com/fr/equipes/a3d88bd8/historique/Stats-et-historique-de-Empoli,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1997-1998,2021-2022,23,3
0,Empoli FC,https://fbref.com/fr/equipes/b72bc283/historique/Stats-et-historique-de-Empoli-FC,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2019-2020,2021-2022,3,
0,FC Bari 1908,https://fbref.com/fr/equipes/01baa639/historique/Stats-et-historique-de-Bari,H, -- no info -- ,pas de détails ,1989-1990,2020-2021,26,1
0,FC Casertana,https://fbref.com/fr/equipes/ca3d3c6d/historique/Stats-et-historique-de-FC-Casertana,H, -- no info -- ,pas de détails ,2014-2015,2019-2020,0,0
0,FC Crotone,https://fbref.com/fr/equipes/3074d7b1/historique/Stats-et-historique-de-Crotone,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2001-2002,2021-2022,17,0
0,FC Francavilla,https://fbref.com/fr/equipes/a4770d36/historique/Stats-et-historique-de-FC-Francavilla,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,FC Ponsacco 1920 SSD,https://fbref.com/fr/equipes/8da889fd/historique/Stats-et-historique-de-FC-Ponsacco-1920-SSD,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,FC Pro Vercelli 1892,https://fbref.com/fr/equipes/119d232e/historique/Stats-et-historique-de-Pro-Vercelli,H, -- no info -- ,pas de détails ,2012-2013,2019-2020,5,0
0,FC Südtirol,https://fbref.com/fr/equipes/13dabbde/historique/Stats-et-historique-de-FC-Sudtirol,H, -- no info -- ,pas de détails ,2014-2015,2021-2022,0,0
0,FCD Altovicentino,https://fbref.com/fr/equipes/2a333e87/historique/Stats-et-historique-de-FCD-Altovicentino,H, -- no info -- ,pas de détails ,2014-2015,2016-2017,0,0
0,FeralpiSalò,https://fbref.com/fr/equipes/c41460da/historique/Stats-et-historique-de-FeralpiSalo,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,0,0
0,Fermana FC,https://fbref.com/fr/equipes/d1751df8/historique/Stats-et-historique-de-Fermana-FC,H, -- no info -- ,pas de détails ,2016-2017,2019-2020,0,0
0,Fiorentina Women's FC,https://fbref.com/fr/equipes/c99ff6e5/historique/Stats-et-historique-de-Fiorentina-Women,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2017-2018,2021-2022,4,0
0,Foggia Calcio,https://fbref.com/fr/equipes/948f8c03/historique/Stats-et-historique-de-Foggia,H, -- no info -- ,pas de détails ,1991-1992,2018-2019,6,0
0,Foligno Calcio,https://fbref.com/fr/equipes/a2b35bfe/historique/Stats-et-historique-de-Foligno-Calcio,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,Frosinone Calcio,https://fbref.com/fr/equipes/6a7ad59d/historique/Stats-et-historique-de-Frosinone,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2006-2007,2021-2022,13,0
0,Gallipoli Calcio,https://fbref.com/fr/equipes/acd3620d/historique/Stats-et-historique-de-Gallipoli,H, -- no info -- ,pas de détails ,2009-2010,2009-2010,1,0
0,Genoa CFC,https://fbref.com/fr/equipes/658bf2de/historique/Stats-et-historique-de-Genoa,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1989-1990,2021-2022,26,0
0,GSD Ambrosiana,https://fbref.com/fr/equipes/f6c7870b/historique/Stats-et-historique-de-Ambrosiana,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,GSD RapalloBogliasco,https://fbref.com/fr/equipes/ec5e0627/historique/Stats-et-historique-de-GSD-RapalloBogliasco,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,Hellas Verona FC,https://fbref.com/fr/equipes/0e72edf2/historique/Stats-et-historique-de-Hellas-Verona,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,23,0
0,Hellas Verona Women,https://fbref.com/fr/equipes/d35ed67b/historique/Stats-et-historique-de-Hellas-Verona-Women,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2019-2020,2021-2022,3,
0,History of FC Turris 1944 ASD,https://fbref.com/fr/equipes/4b665bcf/historique/Stats-et-historique-de-History-of-FC-Turris-1944-ASD,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,Imolese Calcio 1919,https://fbref.com/fr/equipes/1bc935e2/historique/Stats-et-historique-de-Imolese-Calcio-1919,H, -- no info -- ,pas de détails ,2017-2018,2019-2020,0,0
0,Internazionale,https://fbref.com/fr/equipes/06d05f19/historique/Stats-et-historique-de-Internazionale-Women,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2019-2020,2021-2022,3,
0,Internazionale,https://fbref.com/fr/equipes/d609edc0/historique/Stats-et-historique-de-Internazionale,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,34,7
0,Juventus FC,https://fbref.com/fr/equipes/e0652b02/historique/Stats-et-historique-de-Juventus,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,34,16
0,Juventus FC Women,https://fbref.com/fr/equipes/613577b8/historique/Stats-et-historique-de-Juventus-Women,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2018-2019,2021-2022,4,3
0,L'Aquila Calcio 1927,https://fbref.com/fr/equipes/76f8ece4/historique/Stats-et-historique-de-LAquila-Calcio-1927,H, -- no info -- ,pas de détails ,2014-2015,2015-2016,0,0
0,Modena FC,https://fbref.com/fr/equipes/71a3700b/historique/Stats-et-historique-de-Modena,H, -- no info -- ,pas de détails ,2001-2002,2020-2021,15,0
0,Monterosi FC,https://fbref.com/fr/equipes/9ad13224/historique/Stats-et-historique-de-Monterosi-FC,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,Novara Calcio,https://fbref.com/fr/equipes/6c37111f/historique/Stats-et-historique-de-Novara,H, -- no info -- ,pas de détails ,2010-2011,2020-2021,7,0
0,Paganese Calcio 1926,https://fbref.com/fr/equipes/52d9e9ec/historique/Stats-et-historique-de-Paganese-Calcio-1926,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,Parma FC,https://fbref.com/fr/equipes/eab4234c/historique/Stats-et-historique-de-Parma,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1990-1991,2021-2022,30,0
0,Piacenza Calcio 1919,https://fbref.com/fr/equipes/81e923a1/historique/Stats-et-historique-de-Piacenza,H, -- no info -- ,pas de détails ,1993-1994,2020-2021,16,0
0,Pink Bari Calcio,https://fbref.com/fr/equipes/be35aa4d/historique/Stats-et-historique-de-Pink-Bari,F, -- no info -- ,pas de détails ,2018-2019,2020-2021,3,
0,Pordenone Calcio,https://fbref.com/fr/equipes/21d18cee/historique/Stats-et-historique-de-Pordenone-Calcio,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2016-2017,2021-2022,3,0
0,Potenza FC,https://fbref.com/fr/equipes/05622b78/historique/Stats-et-historique-de-Potenza-FC,H, -- no info -- ,pas de détails ,2015-2016,2020-2021,0,0
0,PS AZ Picerno 1973,https://fbref.com/fr/equipes/5ddf8dcd/historique/Stats-et-historique-de-PS-AZ-Picerno-1973,H, -- no info -- ,pas de détails ,2018-2019,2018-2019,0,0
0,Ravenna FC,https://fbref.com/fr/equipes/a82b75cb/historique/Stats-et-historique-de-Ravenna,H, -- no info -- ,pas de détails ,2007-2008,2019-2020,1,0
0,Reggina Calcio,https://fbref.com/fr/equipes/46f8c29f/historique/Stats-et-historique-de-Reggina,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1999-2000,2021-2022,17,0
0,Santarcangelo Calcio,https://fbref.com/fr/equipes/753e8ebd/historique/Stats-et-historique-de-Santarcangelo-Calcio,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,Savona F.B.C.,https://fbref.com/fr/equipes/d9239af7/historique/Stats-et-historique-de-Savona-FBC,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,SC Caronnese ASD,https://fbref.com/fr/equipes/7d6376ef/historique/Stats-et-historique-de-SC-Caronnese-ASD,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,SC Siracusa,https://fbref.com/fr/equipes/4d3669f0/historique/Stats-et-historique-de-SC-Siracusa,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,SPAL 2013,https://fbref.com/fr/equipes/1d2fe027/historique/Stats-et-historique-de-SPAL,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2015-2016,2021-2022,6,1
0,Spezia Calcio,https://fbref.com/fr/equipes/68449f6d/historique/Stats-et-historique-de-Spezia,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,2006-2007,2021-2022,12,0
0,SS Juve Stabia,https://fbref.com/fr/equipes/9144bbcf/historique/Stats-et-historique-de-Juve-Stabia,H, -- no info -- ,pas de détails ,2011-2012,2020-2021,4,0
0,SS Lazio,https://fbref.com/fr/equipes/7213da33/historique/Stats-et-historique-de-Lazio,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,34,1
0,SS Lazio CF,https://fbref.com/fr/equipes/19db4c32/historique/Stats-et-historique-de-SS-Lazio-CF,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2021-2022,2021-2022,1,
0,SS Maceratese 1922,https://fbref.com/fr/equipes/d0e3babf/historique/Stats-et-historique-de-SS-Maceratese-1922,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,SS Matelica Calcio,https://fbref.com/fr/equipes/3df3bf3e/historique/Stats-et-historique-de-SS-Matelica-Calcio,H, -- no info -- ,pas de détails ,2014-2015,2019-2020,0,0
0,SS Matera Calcio,https://fbref.com/fr/equipes/6ae4092c/historique/Stats-et-historique-de-SS-Matera-Calcio,H, -- no info -- ,pas de détails ,2015-2016,2017-2018,0,0
0,SS Monopoli 1966,https://fbref.com/fr/equipes/9ce276a7/historique/Stats-et-historique-de-SS-Monopoli-1966,H, -- no info -- ,pas de détails ,2018-2019,2020-2021,0,0
0,SS Rende,https://fbref.com/fr/equipes/a030cac2/historique/Stats-et-historique-de-SS-Rende,H, -- no info -- ,pas de détails ,2015-2016,2019-2020,0,0
0,SS Teramo Calcio,https://fbref.com/fr/equipes/6698ea68/historique/Stats-et-historique-de-Teramo,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,0,0
0,SS Virtus Lanciano 1924,https://fbref.com/fr/equipes/215a8f32/historique/Stats-et-historique-de-Virtus-Lanciano,H, -- no info -- ,pas de détails ,2012-2013,2015-2016,4,0
0,SSC Napoli,https://fbref.com/fr/equipes/d48ad4ff/historique/Stats-et-historique-de-Napoli,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,30,1
0,SSD Casarano Calcio,https://fbref.com/fr/equipes/66c6f303/historique/Stats-et-historique-de-Casarano,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,SSD ChievoVerona Valpo,https://fbref.com/fr/equipes/cc6ecd46/historique/Stats-et-historique-de-ChievoVerona,F, -- no info -- ,pas de détails ,2018-2019,2018-2019,1,
0,SSD Correggese Calcio 1948,https://fbref.com/fr/equipes/7244be05/historique/Stats-et-historique-de-SSD-Correggese-Calcio-1948,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,SSD Massese,https://fbref.com/fr/equipes/be34cd7d/historique/Stats-et-historique-de-SSD-Massese,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,SSD Napoli Femminile,https://fbref.com/fr/equipes/828ce826/historique/Stats-et-historique-de-Napoli,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2020-2021,2021-2022,2,
0,SSD San Nicolò Calcio,https://fbref.com/fr/equipes/1e1f2285/historique/Stats-et-historique-de-San-Nicolo,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,Taranto FC 1927,https://fbref.com/fr/equipes/06f1bce7/historique/Stats-et-historique-de-Taranto-FC-1927,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,Ternana Calcio,https://fbref.com/fr/equipes/d8be8b3e/historique/Stats-et-historique-de-Ternana,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2001-2002,2021-2022,12,0
0,Terracina Calcio 1925,https://fbref.com/fr/equipes/032a276b/historique/Stats-et-historique-de-Terracina-Calcio-1925,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,Torino FC,https://fbref.com/fr/equipes/105360fe/historique/Stats-et-historique-de-Torino,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,29,0
0,Trapani Calcio,https://fbref.com/fr/equipes/a6a65dea/historique/Stats-et-historique-de-Trapani,H, -- no info -- ,pas de détails ,2013-2014,2020-2021,5,0
0,Treviso FBC 1993,https://fbref.com/fr/equipes/f71ec3ae/historique/Stats-et-historique-de-Treviso,H, -- no info -- ,pas de détails ,2003-2004,2008-2009,6,0
0,Tritium Calcio 1908,https://fbref.com/fr/equipes/80339f83/historique/Stats-et-historique-de-Tritium,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,UC AlbinoLeffe,https://fbref.com/fr/equipes/016ace97/historique/Stats-et-historique-de-AlbinoLeffe,H, -- no info -- ,pas de détails ,2003-2004,2020-2021,9,0
0,UC Sampdoria,https://fbref.com/fr/equipes/58e367c3/historique/Stats-et-historique-de-UC-Sampdoria,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2021-2022,2021-2022,1,
0,UC Sampdoria,https://fbref.com/fr/equipes/8ff9e3b3/historique/Stats-et-historique-de-Sampdoria,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,32,1
0,Udinese Calcio,https://fbref.com/fr/equipes/04eea015/historique/Stats-et-historique-de-Udinese,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1989-1990,2021-2022,30,0
0,UPC Tavagnacco,https://fbref.com/fr/equipes/331a33a7/historique/Stats-et-historique-de-Tavagnacco,F, -- no info -- ,pas de détails ,2018-2019,2019-2020,2,
0,US Adriese,https://fbref.com/fr/equipes/432888d9/historique/Stats-et-historique-de-US-Adriese,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,US Alessandria Calcio 1912,https://fbref.com/fr/equipes/a5ebf4c6/historique/Stats-et-historique-de-US-Alessandria-Calcio-1912,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2014-2015,2021-2022,1,0
0,US Arezzo,https://fbref.com/fr/equipes/07d09fc5/historique/Stats-et-historique-de-Arezzo,H, -- no info -- ,pas de détails ,2004-2005,2020-2021,3,0
0,US Avellino 1912,https://fbref.com/fr/equipes/2fe3a344/historique/Stats-et-historique-de-Avellino,H, -- no info -- ,pas de détails ,2003-2004,2021-2022,9,0
0,US Catanzaro 1929,https://fbref.com/fr/equipes/b964e6bb/historique/Stats-et-historique-de-Catanzaro,H, -- no info -- ,pas de détails ,2004-2005,2021-2022,2,0
0,US Città di Palermo,https://fbref.com/fr/equipes/ee058a17/historique/Stats-et-historique-de-Palermo,H, -- no info -- ,pas de détails ,2001-2002,2018-2019,18,2
0,US Città di Pontedera,https://fbref.com/fr/equipes/c30f1d72/historique/Stats-et-historique-de-Pontedera,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,0,0
0,US Cremonese,https://fbref.com/fr/equipes/9aad3a77/historique/Stats-et-historique-de-Cremonese,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1989-1990,2021-2022,11,0
0,US Grosseto FC,https://fbref.com/fr/equipes/05cd3601/historique/Stats-et-historique-de-Grosseto,H, -- no info -- ,pas de détails ,2007-2008,2016-2017,6,0
0,US Latina Calcio,https://fbref.com/fr/equipes/c4afcbfa/historique/Stats-et-historique-de-Latina,H, -- no info -- ,pas de détails ,2013-2014,2016-2017,4,0
0,US Lecce,https://fbref.com/fr/equipes/ffcbe334/historique/Stats-et-historique-de-Lecce,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1988-1989,2021-2022,22,1
0,US Pistoiese 1921,https://fbref.com/fr/equipes/fb95fa60/historique/Stats-et-historique-de-Pistoiese,H, -- no info -- ,pas de détails ,2001-2002,2018-2019,1,0
0,US Poggibonsi,https://fbref.com/fr/equipes/449bb4fd/historique/Stats-et-historique-de-US-Poggibonsi,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,US Salernitana 1919,https://fbref.com/fr/equipes/c5577084/historique/Stats-et-historique-de-Salernitana,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1998-1999,2021-2022,14,0
0,US Sassuolo Calcio,https://fbref.com/fr/equipes/a8e83f23/historique/Stats-et-historique-de-Sassuolo-Women,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2018-2019,2021-2022,4,
0,US Sassuolo Calcio,https://fbref.com/fr/equipes/e2befd26/historique/Stats-et-historique-de-Sassuolo,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,2008-2009,2021-2022,14,1
0,US Triestina Calcio,https://fbref.com/fr/equipes/3bebd1ac/historique/Stats-et-historique-de-Triestina,H, -- no info -- ,pas de détails ,2002-2003,2020-2021,9,0
0,USD 1913 Seregno Calcio,https://fbref.com/fr/equipes/d0638aa6/historique/Stats-et-historique-de-USD-1913-Seregno-Calcio,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,USD Akragas Città dei Templi,https://fbref.com/fr/equipes/b6a20577/historique/Stats-et-historique-de-USD-Akragas-Citta-dei-Templi,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,USD Breno,https://fbref.com/fr/equipes/ac05e1a1/historique/Stats-et-historique-de-Breno,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,USD Cavese 1919,https://fbref.com/fr/equipes/151ad71e/historique/Stats-et-historique-de-USD-Cavese-1919,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,USD Olginatese,https://fbref.com/fr/equipes/0f16a817/historique/Stats-et-historique-de-USD-Olginatese,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,USD Sestri Levante 1919,https://fbref.com/fr/equipes/bf51962a/historique/Stats-et-historique-de-USD-Sestri-Levante-1919,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,Venezia FC,https://fbref.com/fr/equipes/af5d5982/historique/Stats-et-historique-de-Venezia,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1998-1999,2021-2022,11,0
0,Vicenza Calcio,https://fbref.com/fr/equipes/2591250b/historique/Stats-et-historique-de-Vicenza,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1995-1996,2021-2022,22,0
0,Virtus Entella,https://fbref.com/fr/equipes/f201f5dd/historique/Stats-et-historique-de-Virtus-Entella,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,6,0
0,AC Nagano Parceiro,https://fbref.com/fr/equipes/a72be1fc/historique/Stats-et-historique-de-AC-Nagano-Parceiro,H, -- no info -- ,pas de détails ,2014,2014,0,0
0,Albirex Niigata,https://fbref.com/fr/equipes/33e6936d/historique/Stats-et-historique-de-Albirex-Niigata,H,J2 League,https://fbref.com/fr/comps/49/Statistiques-J2-League,2014,2021,8,
0,Avispa Fukuoka,https://fbref.com/fr/equipes/268a561a/historique/Stats-et-historique-de-Avispa-Fukuoka,H,J1 League,https://fbref.com/fr/comps/25/Statistiques-J1-League,2014,2021,8,
0,Blaublitz Akita,https://fbref.com/fr/equipes/ed5dcfe3/historique/Stats-et-historique-de-Blaublitz-Akita,H,J2 League,https://fbref.com/fr/comps/49/Statistiques-J2-League,2021,2021,1,
0,Cerezo Osaka,https://fbref.com/fr/equipes/bd03cdde/historique/Stats-et-historique-de-Cerezo-Osaka,H,J1 League,https://fbref.com/fr/comps/25/Statistiques-J1-League,2014,2021,8,
0,Ehime FC,https://fbref.com/fr/equipes/84902199/historique/Stats-et-historique-de-Ehime-FC,H,J2 League,https://fbref.com/fr/comps/49/Statistiques-J2-League,2014,2021,8,
0,Fagiano Okayama FC,https://fbref.com/fr/equipes/e172e84f/historique/Stats-et-historique-de-Fagiano-Okayama,H,J2 League,https://fbref.com/fr/comps/49/Statistiques-J2-League,2014,2021,8,
0,FC Gifu,https://fbref.com/fr/equipes/95c626e5/historique/Stats-et-historique-de-FC-Gifu,H, -- no info -- ,pas de détails ,2014,2019,6,
0,FC Machida Zelvia,https://fbref.com/fr/equipes/8867a809/historique/Stats-et-historique-de-Machida-Zelvia,H,J2 League,https://fbref.com/fr/comps/49/Statistiques-J2-League,2015,2021,6,0
0,FC Mito HollyHock Ibaraki,https://fbref.com/fr/equipes/d854372e/historique/Stats-et-historique-de-Mito-HollyHock,H,J2 League,https://fbref.com/fr/comps/49/Statistiques-J2-League,2014,2021,8,
0,FC Ryūkyū,https://fbref.com/fr/equipes/9f6b44d4/historique/Stats-et-historique-de-FC-Ryukyu,H,J2 League,https://fbref.com/fr/comps/49/Statistiques-J2-League,2019,2021,3,
0,FC Tokyo,https://fbref.com/fr/equipes/967b10be/historique/Stats-et-historique-de-FC-Tokyo,H,J1 League,https://fbref.com/fr/comps/25/Statistiques-J1-League,2014,2021,8,
0,Gamba Osaka,https://fbref.com/fr/equipes/e2948349/historique/Stats-et-historique-de-Gamba-Osaka,H,J1 League,https://fbref.com/fr/comps/25/Statistiques-J1-League,2014,2021,8,1
0,Giravanz Kitakyushu,https://fbref.com/fr/equipes/d73f7c60/historique/Stats-et-historique-de-Giravanz-Kitakyushu,H,J2 League,https://fbref.com/fr/comps/49/Statistiques-J2-League,2014,2021,5,
0,Hitachi Kashiwa Reysol,https://fbref.com/fr/equipes/aed4d20f/historique/Stats-et-historique-de-Kashiwa-Reysol,H,J1 League,https://fbref.com/fr/comps/25/Statistiques-J1-League,2014,2021,8,1
