,NomDesClubs,lienClubDetails,SexeDuClub,divisionDuClub,linkDivisionDetail,DebutSaisonSave,DerniereSaisonSave,NombreDeCompetitionJoue,nombreDePremierePlace
0,Sudeva Delhi FC,https://fbref.com/fr/equipes/2a46827b/historique/Stats-et-historique-de-Sudeva-Delhi,H,Indian I-League,https://fbref.com/fr/comps/378/Statistiques-I-League,2020-2021,2021-2022,2,
0,TRAU FC,https://fbref.com/fr/equipes/9a1cbee5/historique/Stats-et-historique-de-TRAU-FC,H,Indian I-League,https://fbref.com/fr/comps/378/Statistiques-I-League,2019-2020,2021-2022,3,
0,United SC,https://fbref.com/fr/equipes/00e4df11/historique/Stats-et-historique-de-United,H, -- no info -- ,pas de détails ,2013-2014,2013-2014,1,
0,Aluminium Arak FC,https://fbref.com/fr/equipes/0e85b362/historique/Stats-et-historique-de-Aluminium-Arak,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2020-2021,2021-2022,2,
0,Esteghlal Ahvaz FC,https://fbref.com/fr/equipes/633d46e8/historique/Stats-et-historique-de-Esteghlal-Ahvaz,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,1,
0,Esteghlal Khuzestan FC,https://fbref.com/fr/equipes/dbad5f2c/historique/Stats-et-historique-de-Esteghlal-Khuzestan,H, -- no info -- ,pas de détails ,2014-2015,2018-2019,5,1
0,Esteghlal Tehran FC,https://fbref.com/fr/equipes/fe550dbf/historique/Stats-et-historique-de-Esteghlal,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,8,
0,Fajr Sepasi Shiraz FC,https://fbref.com/fr/equipes/70fc9d60/historique/Stats-et-historique-de-Fajr-Sepasi,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2021-2022,2021-2022,1,
0,FC Nassaji Mazandaran,https://fbref.com/fr/equipes/2c45d10e/historique/Stats-et-historique-de-Nassaji-Mazandaran,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2018-2019,2021-2022,4,
0,FC Pars Jonoubi Jam,https://fbref.com/fr/equipes/5835aae0/historique/Stats-et-historique-de-Pars-Jonoubi-Jam,H, -- no info -- ,pas de détails ,2017-2018,2019-2020,3,
0,Foolad Khuzestan FC,https://fbref.com/fr/equipes/aa3eb1d3/historique/Stats-et-historique-de-Foolad,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,8,
0,Gol Gohar FC,https://fbref.com/fr/equipes/2f5578dd/historique/Stats-et-historique-de-Gol-Gohar-FC,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2019-2020,2021-2022,3,
0,Gostaresh Foulad FC,https://fbref.com/fr/equipes/4bccf0f1/historique/Stats-et-historique-de-Gostaresh-Foulad,H, -- no info -- ,pas de détails ,2014-2015,2017-2018,4,
0,Machine Sazi FC,https://fbref.com/fr/equipes/098a7982/historique/Stats-et-historique-de-Machine-Sazi,H, -- no info -- ,pas de détails ,2016-2017,2020-2021,4,
0,Malavan FC,https://fbref.com/fr/equipes/e4ec7ab0/historique/Stats-et-historique-de-Malavan,H, -- no info -- ,pas de détails ,2014-2015,2015-2016,2,
0,Mes Rafsanjan FC,https://fbref.com/fr/equipes/971f2157/historique/Stats-et-historique-de-Mes-Rafsanjan,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2020-2021,2021-2022,2,
0,Naft Masjed Soleyman FC,https://fbref.com/fr/equipes/3e358749/historique/Stats-et-historique-de-Naft-Masjed-Soleyman,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,5,
0,Naft Tehran FC,https://fbref.com/fr/equipes/76d09801/historique/Stats-et-historique-de-Naft-Tehran,H, -- no info -- ,pas de détails ,2014-2015,2017-2018,4,
0,Padideh Shahr-e Khodrou FC,https://fbref.com/fr/equipes/9f29d583/historique/Stats-et-historique-de-Padideh,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,8,
0,Paykan FC,https://fbref.com/fr/equipes/c659a2f9/historique/Stats-et-historique-de-Paykan,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,7,
0,Persepolis FC,https://fbref.com/fr/equipes/95f42e44/historique/Stats-et-historique-de-Persepolis,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,8,4
0,Rah Ahan Tehran FC,https://fbref.com/fr/equipes/8f02154a/historique/Stats-et-historique-de-Rah-Ahan-Tehran,H, -- no info -- ,pas de détails ,2014-2015,2015-2016,2,
0,Saba Qom FC,https://fbref.com/fr/equipes/d9a003fb/historique/Stats-et-historique-de-Saba-Qom,H, -- no info -- ,pas de détails ,2014-2015,2016-2017,3,
0,Saipa FC,https://fbref.com/fr/equipes/6b849eeb/historique/Stats-et-historique-de-Saipa,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,7,
0,Sanat Naft Abadan FC,https://fbref.com/fr/equipes/9fc3b195/historique/Stats-et-historique-de-Sanat-Naft-Abadan,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2016-2017,2021-2022,6,
0,Sepahan SC,https://fbref.com/fr/equipes/e39cf61a/historique/Stats-et-historique-de-Sepahan,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,8,1
0,Sepidrood Rasht SC,https://fbref.com/fr/equipes/df40b697/historique/Stats-et-historique-de-Sepidrood-Rasht,H, -- no info -- ,pas de détails ,2017-2018,2018-2019,2,
0,Shahin Shahrdari Bushehr FC,https://fbref.com/fr/equipes/67645960/historique/Stats-et-historique-de-Shahin-Bushehr,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,1,
0,Siah Jamegan FC,https://fbref.com/fr/equipes/9c740560/historique/Stats-et-historique-de-Siah-Jamegan,H, -- no info -- ,pas de détails ,2015-2016,2017-2018,3,
0,SorkhPooshan FC,https://fbref.com/fr/equipes/4d1044b8/historique/Stats-et-historique-de-SorkhPooshan-FC,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2021-2022,2021-2022,1,
0,Tractor SC,https://fbref.com/fr/equipes/0230c3aa/historique/Stats-et-historique-de-Tractor,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,8,
0,Zob Ahan SC,https://fbref.com/fr/equipes/f8106fc0/historique/Stats-et-historique-de-Zob-Ahan,H,Persian Gulf Pro League,https://fbref.com/fr/comps/64/Statistiques-Persian-Gulf-Pro-League,2014-2015,2021-2022,8,
0,Bohemian FC,https://fbref.com/fr/equipes/2cf146dc/historique/Stats-et-historique-de-Bohemian-FC,H, -- no info -- ,pas de détails ,1993-1994,2021-2022,0,0
0,Bray Wanderers AFC,https://fbref.com/fr/equipes/f77f3145/historique/Stats-et-historique-de-Bray-Wanderers-AFC,H, -- no info -- ,pas de détails ,1999-2000,1999-2000,0,
0,Cork City FC,https://fbref.com/fr/equipes/4936d1b7/historique/Stats-et-historique-de-Cork-City-FC,H, -- no info -- ,pas de détails ,1991-1992,2019-2020,0,0
0,Derry City FC,https://fbref.com/fr/equipes/15f9a98b/historique/Stats-et-historique-de-Derry-City-FC,H, -- no info -- ,pas de détails ,1990-1991,2020-2021,0,0
0,Drogheda United FC,https://fbref.com/fr/equipes/359432b5/historique/Stats-et-historique-de-Drogheda-United-FC,H, -- no info -- ,pas de détails ,2006-2007,2013-2014,0,
0,Dundalk FC,https://fbref.com/fr/equipes/e4a9d483/historique/Stats-et-historique-de-Dundalk-FC,H, -- no info -- ,pas de détails ,1991-1992,2021-2022,0,0
0,Longford Town FC,https://fbref.com/fr/equipes/d96fe22c/historique/Stats-et-historique-de-Longford-Town-FC,H, -- no info -- ,pas de détails ,2001-2002,2005-2006,0,
0,Peamount United,https://fbref.com/fr/equipes/b16eac73/historique/Stats-et-historique-de-Peamount-Utd,F, -- no info -- ,pas de détails ,2020-2021,2021-2022,0,
0,Raheny United,https://fbref.com/fr/equipes/52be9595/historique/Stats-et-historique-de-Raheny-United,F, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,Shamrock Rovers FC,https://fbref.com/fr/equipes/f082c4f3/historique/Stats-et-historique-de-Shamrock-Rovers-FC,H, -- no info -- ,pas de détails ,1994-1995,2021-2022,0,0
0,Shelbourne FC,https://fbref.com/fr/equipes/a62918f6/historique/Stats-et-historique-de-Shelbourne-FC,H, -- no info -- ,pas de détails ,1992-1993,2005-2006,0,0
0,Shelbourne Ladies FC,https://fbref.com/fr/equipes/4f782ba7/historique/Stats-et-historique-de-Shelbourne,F, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,
0,Sligo Rovers FC,https://fbref.com/fr/equipes/0baacc84/historique/Stats-et-historique-de-Sligo-Rovers-FC,H, -- no info -- ,pas de détails ,2009-2010,2021-2022,0,
0,Sporting Fingal FC,https://fbref.com/fr/equipes/4bcb8a56/historique/Stats-et-historique-de-Sporting-Fingal-FC,H, -- no info -- ,pas de détails ,2010-2011,2010-2011,0,
0,St Patrick's Athletic FC,https://fbref.com/fr/equipes/8a814429/historique/Stats-et-historique-de-St-Patricks-Athletic-FC,H, -- no info -- ,pas de détails ,1990-1991,2019-2020,0,0
0,University College Dublin AFC,https://fbref.com/fr/equipes/04dcef70/historique/Stats-et-historique-de-University-College-Dublin-AFC,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,
0,Wexford Youths WFC,https://fbref.com/fr/equipes/4ef30319/historique/Stats-et-historique-de-Wexford-Youths,F, -- no info -- ,pas de détails ,2015-2016,2019-2020,0,
0,ASA Tel Aviv University,https://fbref.com/fr/equipes/2bec921d/historique/Stats-et-historique-de-ASA-Tel-Aviv-University,F, -- no info -- ,pas de détails ,2014-2015,2019-2020,0,
0,Beitar Jerusalem FC,https://fbref.com/fr/equipes/79000faa/historique/Stats-et-historique-de-Beitar-Jerusalem,H, -- no info -- ,pas de détails ,1993-1994,2020-2021,0,0
0,Bnei Sakhnin FC,https://fbref.com/fr/equipes/c92b2892/historique/Stats-et-historique-de-Bnei-Sakhnin-FC,H, -- no info -- ,pas de détails ,2004-2005,2004-2005,0,0
0,Bnei Yehuda Tel Aviv FC,https://fbref.com/fr/equipes/1040e0f7/historique/Stats-et-historique-de-Bnei-Yehuda-Tel-Aviv-FC,H, -- no info -- ,pas de détails ,2006-2007,2019-2020,0,
0,FC Ironi Ashdod,https://fbref.com/fr/equipes/438ddcb8/historique/Stats-et-historique-de-FC-Ironi-Ashdod,H, -- no info -- ,pas de détails ,2005-2006,2021-2022,0,
0,FC Kiryat Gat,https://fbref.com/fr/equipes/889b0f75/historique/Stats-et-historique-de-Kiryat-Gat,F, -- no info -- ,pas de détails ,2017-2018,2021-2022,0,
0,FC Ramat HaSharon,https://fbref.com/fr/equipes/931cb21e/historique/Stats-et-historique-de-Ramat-HaSharon,F, -- no info -- ,pas de détails ,2016-2017,2020-2021,0,
0,Hapoel Be'er Sheva FC,https://fbref.com/fr/equipes/133013ee/historique/Stats-et-historique-de-Hapoel-Beer-Sheva-FC,H, -- no info -- ,pas de détails ,1994-1995,2021-2022,0,0
0,Hapoel Haifa FC,https://fbref.com/fr/equipes/8ff9960d/historique/Stats-et-historique-de-Hapoel-Haifa-FC,H, -- no info -- ,pas de détails ,1999-2000,2018-2019,0,0
0,Hapoel Ironi Kiryat Shmona FC,https://fbref.com/fr/equipes/4b238d92/historique/Stats-et-historique-de-Hapoel-Ironi-Kiryat-Shmona-FC,H, -- no info -- ,pas de détails ,2008-2009,2015-2016,0,0
0,Hapoel Petah Tikva FC,https://fbref.com/fr/equipes/4eb27f7f/historique/Stats-et-historique-de-Hapoel-Petah-Tikva-FC,H, -- no info -- ,pas de détails ,1997-1998,1997-1998,0,0
0,Hapoel Ramat Gan Givatayim FC,https://fbref.com/fr/equipes/1f5f5312/historique/Stats-et-historique-de-Hapoel-Ramat-Gan-Givatayim-FC,H, -- no info -- ,pas de détails ,2003-2004,2013-2014,0,0
0,Hapoel Tel Aviv FC,https://fbref.com/fr/equipes/8bb196a5/historique/Stats-et-historique-de-Hapoel-Tel-Aviv-FC,H, -- no info -- ,pas de détails ,1995-1996,2014-2015,0,0
0,Maccabi Haifa FC,https://fbref.com/fr/equipes/187832f5/historique/Stats-et-historique-de-Maccabi-Haifa-FC,H, -- no info -- ,pas de détails ,1994-1995,2021-2022,0,0
0,Maccabi Netanya FC,https://fbref.com/fr/equipes/d94ff6fd/historique/Stats-et-historique-de-Maccabi-Netanya-FC,H, -- no info -- ,pas de détails ,2007-2008,2012-2013,0,
0,Maccabi Petah Tikva FC,https://fbref.com/fr/equipes/347e960a/historique/Stats-et-historique-de-Maccabi-Petah-Tikva-FC,H, -- no info -- ,pas de détails ,2004-2005,2005-2006,0,0
0,Maccabi Tel Aviv FC,https://fbref.com/fr/equipes/04c011d8/historique/Stats-et-historique-de-Maccabi-Tel-Aviv-FC,H, -- no info -- ,pas de détails ,1992-1993,2021-2022,0,0
0,A.D.C. Viterbese Castrense,https://fbref.com/fr/equipes/1f356dd3/historique/Stats-et-historique-de-ADC-Viterbese-Castrense,H, -- no info -- ,pas de détails ,2015-2016,2019-2020,0,0
0,AC Ancona,https://fbref.com/fr/equipes/1d2f81d0/historique/Stats-et-historique-de-Ancona,H, -- no info -- ,pas de détails ,1992-1993,2016-2017,6,0
0,AC Cesena,https://fbref.com/fr/equipes/283f2557/historique/Stats-et-historique-de-Cesena,H, -- no info -- ,pas de détails ,1988-1989,2017-2018,16,0
0,AC ChievoVerona,https://fbref.com/fr/equipes/cc919b35/historique/Stats-et-historique-de-Chievo,H, -- no info -- ,pas de détails ,2001-2002,2020-2021,20,1
0,AC Delta Porto Tolle Rovigo,https://fbref.com/fr/equipes/db5b9460/historique/Stats-et-historique-de-AC-Delta-Porto-Tolle-Rovigo,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,AC Fanfulla 1874,https://fbref.com/fr/equipes/7ec150fb/historique/Stats-et-historique-de-AC-Fanfulla-1874,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,AC Mantova,https://fbref.com/fr/equipes/db80f322/historique/Stats-et-historique-de-Mantova,H, -- no info -- ,pas de détails ,2005-2006,2019-2020,5,0
0,AC Milan,https://fbref.com/fr/equipes/54da9a57/historique/Stats-et-historique-de-AC-Milan,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2018-2019,2021-2022,4,
0,AC Milan,https://fbref.com/fr/equipes/dc56fe14/historique/Stats-et-historique-de-Milan,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,34,7
0,AC Monza,https://fbref.com/fr/equipes/21680aa4/historique/Stats-et-historique-de-Monza,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2014-2015,2021-2022,2,0
0,AC Pavia,https://fbref.com/fr/equipes/c8ecf1f0/historique/Stats-et-historique-de-AC-Pavia,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,AC Perugia Calcio,https://fbref.com/fr/equipes/37cba288/historique/Stats-et-historique-de-Perugia,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1996-1997,2021-2022,15,0
0,AC Pisa 1909,https://fbref.com/fr/equipes/4cceedfc/historique/Stats-et-historique-de-Pisa,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1988-1989,2021-2022,8,0
0,AC Prato,https://fbref.com/fr/equipes/ae8831e9/historique/Stats-et-historique-de-AC-Prato,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,AC Reggiana 1919,https://fbref.com/fr/equipes/19008e93/historique/Stats-et-historique-de-Reggiana,H, -- no info -- ,pas de détails ,1993-1994,2020-2021,4,0
0,AC Renate,https://fbref.com/fr/equipes/017333b0/historique/Stats-et-historique-de-AC-Renate,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,0,0
0,AC Rezzato,https://fbref.com/fr/equipes/2e2a1dc7/historique/Stats-et-historique-de-AC-Rezzato,H, -- no info -- ,pas de détails ,2018-2019,2018-2019,0,0
0,AC Rimini 1912,https://fbref.com/fr/equipes/94420866/historique/Stats-et-historique-de-Rimini,H, -- no info -- ,pas de détails ,2005-2006,2008-2009,4,0
0,AC Siena,https://fbref.com/fr/equipes/45a2f824/historique/Stats-et-historique-de-Siena,H, -- no info -- ,pas de détails ,2001-2002,2019-2020,13,1
0,AC Tuttocuoio 1957 San Miniato,https://fbref.com/fr/equipes/8d3c2917/historique/Stats-et-historique-de-AC-Tuttocuoio-1957-San-Miniato,H, -- no info -- ,pas de détails ,2015-2016,2016-2017,0,0
0,ACF Brescia Femminile,https://fbref.com/fr/equipes/ba72c8f9/historique/Stats-et-historique-de-Brescia,F, -- no info -- ,pas de détails ,2014-2015,2017-2018,0,0
0,ACF Fiorentina,https://fbref.com/fr/equipes/421387cf/historique/Stats-et-historique-de-Fiorentina,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,32,0
0,ACR Messina,https://fbref.com/fr/equipes/fe2dc36d/historique/Stats-et-historique-de-Messina,H, -- no info -- ,pas de détails ,2001-2002,2016-2017,7,0
0,Alma Juventus Fano 1906,https://fbref.com/fr/equipes/b56b39b9/historique/Stats-et-historique-de-Alma-Juventus-Fano-1906,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,AS Cittadella,https://fbref.com/fr/equipes/1a8d4355/historique/Stats-et-historique-de-Cittadella,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2001-2002,2021-2022,14,0
0,AS Fasano,https://fbref.com/fr/equipes/5dff45da/historique/Stats-et-historique-de-AS-Fasano,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,AS Giana Erminio,https://fbref.com/fr/equipes/23d99f68/historique/Stats-et-historique-de-AS-Giana-Erminio,H, -- no info -- ,pas de détails ,2017-2018,2018-2019,0,0
0,AS Gubbio 1910,https://fbref.com/fr/equipes/21e84826/historique/Stats-et-historique-de-Gubbio,H, -- no info -- ,pas de détails ,2011-2012,2017-2018,1,0
0,AS Livorno Calcio,https://fbref.com/fr/equipes/939201df/historique/Stats-et-historique-de-Livorno,H, -- no info -- ,pas de détails ,2002-2003,2020-2021,16,0
0,AS Lucchese Libertas 1905,https://fbref.com/fr/equipes/c12d137b/historique/Stats-et-historique-de-AS-Lucchese-Libertas-1905,H, -- no info -- ,pas de détails ,2015-2016,2017-2018,0,0
0,AS Melfi,https://fbref.com/fr/equipes/55487478/historique/Stats-et-historique-de-AS-Melfi,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,AS Pro Piacenza 1919,https://fbref.com/fr/equipes/9f766eb2/historique/Stats-et-historique-de-AS-Pro-Piacenza-1919,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,AS Roma,https://fbref.com/fr/equipes/02f8d026/historique/Stats-et-historique-de-AS-Roma,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2018-2019,2021-2022,4,
0,AS Roma,https://fbref.com/fr/equipes/cf74a709/historique/Stats-et-historique-de-Roma,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,34,1
0,AS Varese 1910,https://fbref.com/fr/equipes/67ae2dc0/historique/Stats-et-historique-de-Varese,H, -- no info -- ,pas de détails ,2010-2011,2017-2018,5,0
0,Ascoli Picchio FC 1898,https://fbref.com/fr/equipes/72c031e3/historique/Stats-et-historique-de-Ascoli,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1988-1989,2021-2022,21,0
0,ASD AGSM Verona CF,https://fbref.com/fr/equipes/d59e6510/historique/Stats-et-historique-de-AGSM-Verona,F, -- no info -- ,pas de détails ,2015-2016,2018-2019,1,0
0,ASD Albalonga,https://fbref.com/fr/equipes/10a88d5e/historique/Stats-et-historique-de-ASD-Albalonga,H, -- no info -- ,pas de détails ,2018-2019,2018-2019,0,0
0,ASD Calcio Chieri 1955,https://fbref.com/fr/equipes/97b9a6dc/historique/Stats-et-historique-de-ASD-Calcio-Chieri-1955,H, -- no info -- ,pas de détails ,2018-2019,2018-2019,0,0
0,ASD Calcio Pomigliano,https://fbref.com/fr/equipes/9f18ced7/historique/Stats-et-historique-de-ASD-Calcio-Pomigliano,F,Serie A,https://fbref.com/fr/comps/208/Statistiques-Serie-A,2021-2022,2021-2022,1,
0,ASD Fidelis Andria 1928,https://fbref.com/fr/equipes/801c930e/historique/Stats-et-historique-de-ASD-Fidelis-Andria-1928,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,ASD Francavilla Calcio,https://fbref.com/fr/equipes/5e5d8365/historique/Stats-et-historique-de-ASD-Francavilla-Calcio,H, -- no info -- ,pas de détails ,2017-2018,2020-2021,0,0
0,ASD Gelbison Cilento Vallo della Lucania,https://fbref.com/fr/equipes/beb835cd/historique/Stats-et-historique-de-Gelbison,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,ASD Lanusei Calcio,https://fbref.com/fr/equipes/1200ceec/historique/Stats-et-historique-de-ASD-Lanusei-Calcio,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,ASD Mozzanica,https://fbref.com/fr/equipes/c7be5f49/historique/Stats-et-historique-de-ASD-Mozzanica,F, -- no info -- ,pas de détails ,2018-2019,2018-2019,1,
0,ASD Nerostellati Frattese,https://fbref.com/fr/equipes/d42222a0/historique/Stats-et-historique-de-ASD-Nerostellati-Frattese,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,ASD Nocerina,https://fbref.com/fr/equipes/1344ee62/historique/Stats-et-historique-de-Nocerina,H, -- no info -- ,pas de détails ,2011-2012,2011-2012,1,0
0,ASD Orobica Calcio Bergamo,https://fbref.com/fr/equipes/adba8c92/historique/Stats-et-historique-de-Orobica-Calcio,F, -- no info -- ,pas de détails ,2018-2019,2019-2020,2,
0,ASD Sambenedettese Calcio,https://fbref.com/fr/equipes/a8bf229e/historique/Stats-et-historique-de-ASD-Sambenedettese-Calcio,H, -- no info -- ,pas de détails ,2017-2018,2020-2021,0,0
0,ASD Sanremese,https://fbref.com/fr/equipes/db0c414c/historique/Stats-et-historique-de-ASD-Sanremese,H, -- no info -- ,pas de détails ,2018-2019,2019-2020,0,0
0,ASD Sassari Calcio Latte Dolci,https://fbref.com/fr/equipes/7bb568c4/historique/Stats-et-historique-de-Latte-Dolce,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,ASD Sicula Leonzio,https://fbref.com/fr/equipes/5546e625/historique/Stats-et-historique-de-ASD-Sicula-Leonzio,H, -- no info -- ,pas de détails ,2018-2019,2018-2019,0,0
0,ASD Torres Calcio Femminile,https://fbref.com/fr/equipes/f5652346/historique/Stats-et-historique-de-ASD-Torres-Calcio-Femminile,F, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,ASD Trastevere Calcio,https://fbref.com/fr/equipes/60b3bf3d/historique/Stats-et-historique-de-Trastevere,H, -- no info -- ,pas de détails ,2017-2018,2020-2021,0,0
0,Associazione Sportiva Dilettantistica Terme Montecatini,https://fbref.com/fr/equipes/f708d195/historique/Stats-et-historique-de-Associazione-Sportiva-Dilettantistica-Terme-Montecatini,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,Associazione Sportiva Pineto Calcio,https://fbref.com/fr/equipes/a455e873/historique/Stats-et-historique-de-ASD-Pineto,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,Atalanta BC,https://fbref.com/fr/equipes/922493f3/historique/Stats-et-historique-de-Atalanta,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,31,2
0,Aurora Pro Patria 1919,https://fbref.com/fr/equipes/62da6f23/historique/Stats-et-historique-de-Aurora-Pro-Patria-1919,H, -- no info -- ,pas de détails ,2019-2020,2020-2021,0,0
0,Bassano Virtus 55 S.T.,https://fbref.com/fr/equipes/39a71bda/historique/Stats-et-historique-de-Bassano-Virtus-55-ST,H, -- no info -- ,pas de détails ,2014-2015,2017-2018,0,0
0,Benevento Calcio,https://fbref.com/fr/equipes/4fcb34fd/historique/Stats-et-historique-de-Benevento,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2014-2015,2021-2022,6,1
0,Bologna FC 1909,https://fbref.com/fr/equipes/1d8099f8/historique/Stats-et-historique-de-Bologna,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1988-1989,2021-2022,29,0
0,Brescia Calcio,https://fbref.com/fr/equipes/4ef57aeb/historique/Stats-et-historique-de-Brescia,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1992-1993,2021-2022,25,1
0,Cagliari Calcio,https://fbref.com/fr/equipes/c4260e09/historique/Stats-et-historique-de-Cagliari,H,Serie A,https://fbref.com/fr/comps/11/Statistiques-Serie-A,1990-1991,2021-2022,30,1
0,Calcio Catania,https://fbref.com/fr/equipes/7b046f08/historique/Stats-et-historique-de-Catania,H, -- no info -- ,pas de détails ,2002-2003,2020-2021,13,0
0,Calcio Lecco 1912,https://fbref.com/fr/equipes/f4d63608/historique/Stats-et-historique-de-Calcio-Lecco-1912,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,Calcio Padova,https://fbref.com/fr/equipes/4e5f8b9a/historique/Stats-et-historique-de-Padova,H, -- no info -- ,pas de détails ,1994-1995,2021-2022,8,0
0,Calcio Portogruaro-Summaga,https://fbref.com/fr/equipes/8f1d55c9/historique/Stats-et-historique-de-Portogruaro,H, -- no info -- ,pas de détails ,2010-2011,2010-2011,1,0
0,Campodarsego Calcio 1974,https://fbref.com/fr/equipes/c91fda5e/historique/Stats-et-historique-de-Campodarsego-Calcio-1974,H, -- no info -- ,pas de détails ,2016-2017,2018-2019,0,0
0,Carpi FC 1909,https://fbref.com/fr/equipes/71f07916/historique/Stats-et-historique-de-Carpi,H, -- no info -- ,pas de détails ,2013-2014,2020-2021,6,1
0,Carrarese Calcio,https://fbref.com/fr/equipes/379ce81a/historique/Stats-et-historique-de-Carrarese-Calcio,H, -- no info -- ,pas de détails ,2016-2017,2020-2021,0,0
0,CF Florentia,https://fbref.com/fr/equipes/d42d8b2f/historique/Stats-et-historique-de-Florentia,F, -- no info -- ,pas de détails ,2018-2019,2020-2021,3,
0,Ciliverghe Calcio,https://fbref.com/fr/equipes/1a5547ca/historique/Stats-et-historique-de-Ciliverghe-Calcio,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,Como 1907,https://fbref.com/fr/equipes/28c9c3cd/historique/Stats-et-historique-de-Como,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,1988-1989,2021-2022,6,1
0,Cosenza Calcio 1914,https://fbref.com/fr/equipes/34963d0d/historique/Stats-et-historique-de-Cosenza,H,Serie B,https://fbref.com/fr/comps/18/Statistiques-Serie-B,2001-2002,2021-2022,6,0
0,Delfino Pescara 1936,https://fbref.com/fr/equipes/b985784c/historique/Stats-et-historique-de-Pescara,H, -- no info -- ,pas de détails ,1988-1989,2020-2021,17,1
