Joueur,nationalite,equipe,age,poste,date_naissance,temps_de_jeu,matchs_joues,matchs_debutes,but_marques,but_marques_90,action_menant_but,action_menant_but_90,tirs_cardres_90,tirs_cardres_pourcent,tirs_total,passes_completees,passes_completees_pourcent,interceptions,tirs_blockes,tirs_menant_but_blockes,pressions_recupant_ball_pourcent,pressions,tackles,tackles_reussi,tackle_reussi_pct
Romelu-Lukaku,be BEL,Chelsea,28-186,FW,1993,615.0,7.0,7.0,3.0,0.44,2.0,0.29,0.73,27.8,18.0,83.0,75.5,1.0,3.0,0.0,41.9,43.0,2.0,1.0,33.33333333333333
Lyanco,br BRA,Southampton,24-287,DF,1997,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,50.0
Alexis-Mac-Allister,ar ARG,Brighton,22-326,"FW,MF",1998,292.0,9.0,2.0,2.0,0.62,0.0,0.0,0.31,12.5,8.0,115.0,81.6,2.0,1.0,0.0,41.5,94.0,17.0,12.0,66.66666666666666
James-Maddison,eng ENG,Leicester City,24-357,"MF,FW",1996,605.0,11.0,8.0,1.0,0.15,1.0,0.15,0.74,38.5,13.0,163.0,72.1,6.0,0.0,0.0,25.6,117.0,10.0,6.0,54.54545454545454
Harry-Maguire,eng ENG,Manchester Utd,28-255,DF,1993,876.0,10.0,10.0,0.0,0.0,0.0,0.0,0.21,22.2,9.0,434.0,89.9,14.0,13.0,0.0,38.5,52.0,13.0,7.0,50.0
Riyad-Mahrez,dz ALG,Manchester City,30-267,FW,1991,265.0,8.0,2.0,2.0,0.68,1.0,0.34,1.36,30.8,13.0,154.0,84.6,1.0,0.0,0.0,42.9,35.0,2.0,1.0,33.33333333333333
Ainsley-Maitland-Niles,eng ENG,Arsenal,24-078,MF,1997,230.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,91.0,77.1,4.0,1.0,0.0,35.9,39.0,6.0,4.0,57.14285714285714
Sadio-Mane,sn SEN,Liverpool,29-219,FW,1992,914.0,11.0,10.0,6.0,0.59,3.0,0.3,1.18,31.6,38.0,228.0,69.7,5.0,0.0,0.0,28.3,113.0,10.0,4.0,36.36363636363637
Javier-Manquillo,es ESP,Newcastle Utd,27-194,DF,1994,585.0,7.0,7.0,1.0,0.15,2.0,0.31,0.31,100.0,2.0,130.0,73.9,5.0,5.0,0.0,29.1,86.0,20.0,12.0,57.14285714285714
Fernando-Marcal,br BRA,Wolves,32-269,DF,1989,684.0,8.0,8.0,0.0,0.0,1.0,0.13,0.0,0.0,4.0,328.0,78.7,18.0,2.0,0.0,28.7,115.0,19.0,14.0,70.0
Solly-March,eng ENG,Brighton,27-118,"DF,FW",1994,526.0,9.0,6.0,0.0,0.0,3.0,0.51,0.86,71.4,7.0,164.0,73.9,9.0,0.0,0.0,29.2,89.0,12.0,6.0,46.15384615384615
Pablo-Mari,es ESP,Arsenal,28-076,DF,1993,180.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,90.7,6.0,4.0,0.0,21.1,19.0,6.0,2.0,28.57142857142857
Anthony-Martial,fr FRA,Manchester Utd,25-345,FW,1995,155.0,5.0,2.0,1.0,0.58,1.0,0.58,1.16,50.0,4.0,53.0,79.1,1.0,0.0,0.0,33.3,24.0,1.0,1.0,50.0
Martinelli,br BRA,Arsenal,20-150,"FW,MF",2001,160.0,5.0,2.0,0.0,0.0,1.0,0.56,0.56,50.0,2.0,22.0,66.7,0.0,1.0,0.0,21.4,42.0,3.0,2.0,50.0
Emiliano-Martinez,ar ARG,Aston Villa,29-074,GK,1992,900.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,72.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Adam-Masina,ma MAR,Watford,27-317,DF,1994,495.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,69.9,9.0,1.0,0.0,31.6,76.0,11.0,5.0,41.66666666666667
Arthur-Masuaku,cd COD,West Ham,28-008,FW,1993,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0
Jean-Philippe-Mateta,fr FRA,Crystal Palace,24-140,FW,1997,61.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,63.6,0.0,1.0,0.0,18.8,16.0,1.0,0.0,0.0
Nemanja-Matic,rs SRB,Manchester Utd,33-106,MF,1988,294.0,6.0,3.0,0.0,0.0,2.0,0.61,0.31,25.0,4.0,222.0,89.2,6.0,2.0,0.0,34.8,46.0,9.0,7.0,70.0
Joel-Matip,cm CMR,Liverpool,30-099,DF,1991,720.0,8.0,8.0,0.0,0.0,2.0,0.25,0.0,0.0,9.0,534.0,91.9,13.0,6.0,1.0,41.8,55.0,7.0,6.0,75.0
Neal-Maupay,fr FRA,Brighton,25-093,FW,1996,758.0,10.0,9.0,4.0,0.47,0.0,0.0,0.47,26.7,15.0,153.0,81.0,6.0,0.0,0.0,25.6,164.0,8.0,5.0,55.55555555555556
Bryan-Mbeumo,fr FRA,Brentford,22-100,FW,1999,827.0,10.0,10.0,2.0,0.22,1.0,0.11,0.44,17.4,23.0,142.0,64.8,2.0,2.0,0.0,23.0,152.0,8.0,5.0,55.55555555555556
James-McArthur,sct SCO,Crystal Palace,34-039,MF,1987,950.0,11.0,11.0,0.0,0.0,1.0,0.09,0.09,16.7,6.0,475.0,83.5,18.0,7.0,0.0,31.0,248.0,25.0,16.0,61.53846153846154
Alex-McCarthy,eng ENG,Southampton,31-347,GK,1989,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John-McGinn,sct SCO,Aston Villa,27-028,MF,1994,849.0,10.0,10.0,2.0,0.21,1.0,0.11,0.32,17.6,17.0,243.0,70.4,16.0,1.0,0.0,31.7,142.0,21.0,11.0,50.0
Kenny-McLean,sct SCO,Norwich City,29-311,MF,1992,855.0,10.0,9.0,0.0,0.0,0.0,0.0,0.32,20.0,15.0,256.0,76.2,16.0,2.0,0.0,21.1,133.0,13.0,9.0,64.28571428571429
Dwight-McNeil,eng ENG,Burnley,21-358,MF,1999,974.0,11.0,11.0,0.0,0.0,2.0,0.18,0.55,40.0,15.0,246.0,67.8,22.0,8.0,2.0,24.3,239.0,22.0,12.0,52.17391304347826
Scott-McTominay,sct SCO,Manchester Utd,24-342,MF,1996,625.0,9.0,7.0,0.0,0.0,3.0,0.43,0.14,16.7,6.0,263.0,87.1,9.0,2.0,0.0,19.4,103.0,12.0,6.0,46.15384615384615
Ben-Mee,eng ENG,Burnley,32-053,DF,1989,720.0,8.0,8.0,1.0,0.12,0.0,0.0,0.12,12.5,8.0,215.0,73.1,11.0,9.0,1.0,38.3,47.0,7.0,4.0,50.0
Benjamin-Mendy,fr FRA,Manchester City,27-121,DF,1994,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,83.9,0.0,0.0,0.0,16.7,12.0,3.0,1.0,25.0
Edouard-Mendy,sn SEN,Chelsea,29-259,GK,1992,900.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,81.4,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0
Illan-Meslier,fr FRA,Leeds United,21-258,GK,2000,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,80.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luka-Milivojevic,rs SRB,Crystal Palace,30-222,MF,1991,323.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,179.0,79.9,3.0,0.0,0.0,29.1,55.0,5.0,3.0,50.0
James-Milner,eng ENG,Liverpool,35-315,"DF,MF",1986,365.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,236.0,81.9,10.0,2.0,0.0,37.3,59.0,13.0,7.0,50.0
Yerry-Mina,co COL,Everton,27-053,DF,1994,458.0,6.0,5.0,0.0,0.0,0.0,0.0,0.2,50.0,2.0,123.0,79.9,6.0,6.0,0.0,38.1,42.0,10.0,6.0,54.54545454545454
Takumi-Minamino,jp JPN,Liverpool,26-303,MF,1995,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,100.0,0.0,0.0,0.0,33.3,6.0,1.0,1.0,50.0
Tyrone-Mings,eng ENG,Aston Villa,28-247,DF,1993,849.0,10.0,9.0,0.0,0.0,2.0,0.21,0.21,33.3,6.0,354.0,79.9,21.0,12.0,1.0,18.6,70.0,8.0,3.0,33.33333333333333
Tyrick-Mitchell,eng ENG,Crystal Palace,22-075,DF,1999,990.0,11.0,11.0,0.0,0.0,1.0,0.09,0.09,100.0,1.0,475.0,76.2,22.0,2.0,0.0,30.0,210.0,34.0,19.0,54.285714285714285
Jakub-Moder,pl POL,Brighton,22-222,"MF,FW",1999,509.0,10.0,5.0,0.0,0.0,2.0,0.35,0.18,12.5,8.0,172.0,76.4,2.0,0.0,0.0,29.3,99.0,9.0,7.0,70.0
Wesley-Moraes,br BRA,Aston Villa,24-354,FW,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0
Mason-Mount,eng ENG,Chelsea,22-309,"MF,FW",1999,454.0,8.0,5.0,3.0,0.59,4.0,0.79,1.19,42.9,14.0,190.0,80.5,3.0,0.0,0.0,27.4,95.0,6.0,4.0,57.14285714285714
Lucas-Moura,br BRA,Tottenham,29-094,"FW,MF",1992,749.0,10.0,9.0,0.0,0.0,2.0,0.24,0.36,18.8,16.0,261.0,76.8,7.0,0.0,0.0,25.9,116.0,11.0,6.0,50.0
Joao-Moutinho,pt POR,Wolves,35-068,MF,1986,927.0,11.0,11.0,0.0,0.0,0.0,0.0,0.19,28.6,7.0,486.0,86.2,19.0,2.0,0.0,34.1,182.0,21.0,15.0,68.18181818181817
Bali-Mumba,eng ENG,Norwich City,20-038,DF,2001,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,70.0,1.0,0.0,0.0,25.0,12.0,1.0,0.0,0.0
Jacob-Murphy,eng ENG,Newcastle Utd,26-264,DF,1995,422.0,9.0,4.0,1.0,0.21,1.0,0.21,0.85,40.0,10.0,127.0,64.8,12.0,0.0,0.0,24.7,97.0,15.0,6.0,37.5
Enock-Mwepu,zm ZAM,Brighton,23-318,MF,1998,261.0,6.0,3.0,1.0,0.34,1.0,0.34,0.34,33.3,3.0,70.0,73.7,7.0,1.0,0.0,31.3,64.0,8.0,4.0,44.44444444444444
Marvelous-Nakamba,zw ZIM,Aston Villa,27-300,MF,1994,356.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,86.2,5.0,1.0,0.0,27.9,68.0,7.0,5.0,62.5
Wilfred-Ndidi,ng NGA,Leicester City,24-334,MF,1996,630.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,322.0,86.1,16.0,1.0,0.0,31.4,169.0,32.0,22.0,66.66666666666666
Tanguy-Ndombele,fr FRA,Tottenham,24-322,MF,1996,409.0,7.0,5.0,1.0,0.22,0.0,0.0,0.66,33.3,9.0,210.0,86.4,1.0,0.0,0.0,30.4,69.0,12.0,9.0,69.23076923076923
Reiss-Nelson,eng ENG,Arsenal,21-340,FW,1999,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,90.9,1.0,0.0,0.0,25.0,8.0,1.0,0.0,0.0
Ruben-Neves,pt POR,Wolves,24-247,MF,1997,815.0,11.0,9.0,1.0,0.11,1.0,0.11,0.44,26.7,15.0,494.0,81.9,11.0,2.0,0.0,31.3,179.0,22.0,13.0,56.52173913043478
Jeremy-Ngakia,eng ENG,Watford,21-069,DF,2000,377.0,7.0,3.0,0.0,0.0,1.0,0.24,0.0,0.0,1.0,157.0,77.7,16.0,0.0,0.0,35.3,85.0,16.0,8.0,47.05882352941176
Saul-Niguez,es ESP,Chelsea,26-359,MF,1994,48.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,79.5,0.0,1.0,0.0,6.7,15.0,0.0,0.0,0.0
Nicolas-Nkoulou,cm CMR,Watford,31-233,DF,1990,105.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,88.6,0.0,2.0,0.0,83.3,6.0,0.0,0.0,0.0
Mark-Noble,eng ENG,West Ham,34-191,FW,1987,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias-Normann,no NOR,Norwich City,25-171,MF,1996,579.0,7.0,7.0,1.0,0.16,2.0,0.31,0.78,33.3,15.0,162.0,64.3,9.0,6.0,0.0,14.9,101.0,14.0,8.0,53.333333333333336
Christian-Norgaard,dk DEN,Brentford,27-250,MF,1994,977.0,11.0,11.0,1.0,0.09,1.0,0.09,0.55,40.0,15.0,419.0,79.5,27.0,2.0,1.0,32.9,216.0,35.0,29.0,80.55555555555556
Angelo-Ogbonna,it ITA,West Ham,33-176,DF,1988,921.0,11.0,11.0,1.0,0.1,1.0,0.1,0.1,33.3,3.0,392.0,86.5,12.0,4.0,0.0,33.3,51.0,13.0,8.0,57.14285714285714
Michael-Olise,fr FRA,Crystal Palace,19-338,"FW,MF",2001,155.0,7.0,1.0,1.0,0.58,4.0,2.32,0.58,33.3,3.0,64.0,78.0,2.0,0.0,0.0,45.9,37.0,4.0,3.0,60.0
Andrew-Omobamidele,ie IRL,Norwich City,19-145,DF,2002,292.0,4.0,3.0,1.0,0.31,0.0,0.0,0.31,100.0,1.0,106.0,81.5,9.0,9.0,0.0,25.6,39.0,7.0,3.0,37.5
Frank-Onyeka,ng NGA,Brentford,23-318,MF,1998,532.0,9.0,7.0,0.0,0.0,0.0,0.0,0.17,12.5,8.0,131.0,81.9,5.0,1.0,0.0,30.8,130.0,17.0,10.0,55.55555555555556
Divock-Origi,be BEL,Liverpool,26-211,FW,1995,18.0,2.0,0.0,1.0,5.0,0.0,0.0,10.0,100.0,2.0,5.0,83.3,1.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0
Alex-Oxlade-Chamberlain,eng ENG,Liverpool,28-092,MF,1993,262.0,6.0,2.0,0.0,0.0,1.0,0.34,0.0,0.0,6.0,127.0,80.9,7.0,0.0,0.0,20.0,50.0,5.0,4.0,66.66666666666666
Cole-Palmer,eng ENG,Manchester City,19-193,MF,2002,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,85.0,1.0,0.0,0.0,11.1,9.0,1.0,1.0,50.0
Emerson-Palmieri,it ITA,Chelsea,27-104,DF,1994,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas-Partey,gh GHA,Arsenal,28-155,MF,1993,543.0,7.0,6.0,1.0,0.17,0.0,0.0,0.5,18.8,16.0,235.0,84.8,10.0,0.0,0.0,28.9,83.0,17.0,13.0,72.22222222222221
Joao-Pedro,br BRA,Watford,20-050,"MF,FW",2001,182.0,6.0,1.0,0.0,0.0,3.0,1.48,0.0,0.0,2.0,43.0,69.4,2.0,0.0,0.0,16.3,43.0,1.0,1.0,50.0
Nicolas-Pepe,ci CIV,Arsenal,26-170,"FW,MF",1995,484.0,7.0,5.0,0.0,0.0,2.0,0.37,0.93,29.4,17.0,185.0,78.7,7.0,0.0,0.0,26.3,80.0,9.0,6.0,60.0
Ricardo-Pereira,pt POR,Leicester City,28-040,DF,1993,595.0,8.0,8.0,0.0,0.0,5.0,0.76,0.0,0.0,3.0,274.0,78.3,14.0,3.0,0.0,28.8,132.0,26.0,13.0,48.148148148148145
Ayoze-Perez,es ESP,Leicester City,28-115,"FW,MF",1993,131.0,4.0,2.0,0.0,0.0,1.0,0.69,1.37,66.7,3.0,41.0,82.0,2.0,0.0,0.0,27.3,33.0,3.0,2.0,50.0
Romain-Perraud,fr FRA,Southampton,24-054,DF,1997,435.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,113.0,62.1,2.0,1.0,0.0,28.8,73.0,12.0,6.0,46.15384615384615
Kalvin-Phillips,eng ENG,Leeds United,25-348,MF,1995,720.0,8.0,8.0,0.0,0.0,3.0,0.37,0.12,14.3,7.0,362.0,83.2,14.0,4.0,0.0,34.2,237.0,28.0,20.0,68.96551724137932
Jaden-Philogene-Bidace,eng ENG,Aston Villa,19-181,FW,2002,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Jordan-Pickford,eng ENG,Everton,27-253,GK,1994,900.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik-Pieters,nl NED,Burnley,33-100,"DF,MF",1988,105.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,73.3,2.0,1.0,0.0,31.0,29.0,8.0,3.0,33.33333333333333
Ethan-Pinnock,jm JAM,Brentford,28-170,DF,1993,897.0,11.0,11.0,1.0,0.1,1.0,0.1,0.3,42.9,7.0,429.0,79.0,21.0,3.0,0.0,36.0,75.0,19.0,13.0,65.0
Daniel-Podence,pt POR,Wolves,26-025,"FW,MF",1995,187.0,8.0,1.0,0.0,0.0,1.0,0.48,0.48,50.0,2.0,56.0,70.0,0.0,0.0,0.0,27.3,22.0,1.0,0.0,0.0
Paul-Pogba,fr FRA,Manchester Utd,28-245,"MF,FW",1993,631.0,9.0,7.0,0.0,0.0,8.0,1.14,0.43,15.0,20.0,377.0,84.2,12.0,1.0,0.0,29.1,134.0,10.0,3.0,27.27272727272727
Nick-Pope,eng ENG,Burnley,29-210,GK,1992,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teemu-Pukki,fi FIN,Norwich City,31-231,FW,1990,919.0,11.0,11.0,3.0,0.29,1.0,0.1,0.29,20.0,15.0,123.0,75.5,5.0,1.0,0.0,20.8,212.0,7.0,3.0,37.5
Christian-Pulisic,us USA,Chelsea,23-058,"MF,FW",1998,87.0,2.0,1.0,1.0,1.03,0.0,0.0,2.07,100.0,2.0,29.0,82.9,1.0,0.0,0.0,25.0,28.0,0.0,0.0,0.0
Przemyslaw-Placheta,pl POL,Norwich City,23-237,DF,1998,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,66.7,3.0,1.0,1.0,50.0
Jesuran-Rak-Sakyi,eng ENG,Crystal Palace,19-041,MF,2002,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,83.3,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0
Aaron-Ramsdale,eng ENG,Arsenal,23-185,GK,1998,720.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,65.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jacob-Ramsey,eng ENG,Aston Villa,20-171,MF,2001,515.0,10.0,6.0,1.0,0.17,0.0,0.0,0.35,18.2,11.0,130.0,80.7,9.0,2.0,0.0,29.5,122.0,11.0,6.0,50.0
Marcus-Rashford,eng ENG,Manchester Utd,24-015,FW,1997,131.0,4.0,1.0,2.0,1.37,0.0,0.0,2.06,60.0,5.0,28.0,59.6,0.0,0.0,0.0,22.2,27.0,0.0,0.0,0.0
Milot-Rashica,xk KVX,Norwich City,25-140,"FW,MF",1996,637.0,11.0,6.0,0.0,0.0,1.0,0.14,0.85,42.9,14.0,122.0,65.2,12.0,1.0,0.0,24.7,97.0,7.0,5.0,62.5
David-Raya,es ESP,Brentford,26-061,GK,1995,810.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan-Redmond,eng ENG,Southampton,27-254,"MF,FW",1994,638.0,9.0,7.0,0.0,0.0,2.0,0.28,0.28,14.3,14.0,186.0,68.6,8.0,0.0,0.0,24.2,128.0,5.0,3.0,50.0
Sergio-Reguilon,es ESP,Tottenham,24-334,DF,1996,873.0,10.0,10.0,0.0,0.0,4.0,0.41,0.0,0.0,4.0,348.0,76.8,24.0,4.0,0.0,22.6,133.0,18.0,8.0,42.10526315789473
Declan-Rice,eng ENG,West Ham,22-305,MF,1999,990.0,11.0,11.0,1.0,0.09,3.0,0.27,0.18,28.6,7.0,585.0,90.3,30.0,10.0,1.0,31.6,158.0,30.0,21.0,67.74193548387096
Taylor-Richards,eng ENG,Brighton,20-346,MF,2000,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,82.4,0.0,0.0,0.0,42.9,7.0,0.0,0.0,0.0
Richarlison,br BRA,Everton,24-189,"FW,MF",1997,559.0,7.0,6.0,2.0,0.32,2.0,0.32,0.48,23.1,13.0,69.0,67.0,4.0,2.0,0.0,24.1,116.0,7.0,2.0,25.0
Jairo-Riedewald,nl NED,Crystal Palace,25-067,MF,1996,102.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,84.1,0.0,0.0,0.0,33.3,9.0,1.0,1.0,50.0
Matt-Ritchie,sct SCO,Newcastle Utd,32-066,DF,1989,990.0,11.0,11.0,0.0,0.0,2.0,0.18,0.18,22.2,9.0,383.0,73.2,13.0,1.0,0.0,29.4,109.0,19.0,6.0,30.0
Tyler-Roberts,wls WAL,Leeds United,22-307,"MF,FW",1999,309.0,11.0,1.0,0.0,0.0,0.0,0.0,0.29,12.5,8.0,83.0,72.2,1.0,0.0,0.0,29.2,48.0,7.0,5.0,62.5
Andrew-Robertson,sct SCO,Liverpool,27-249,DF,1994,688.0,8.0,8.0,0.0,0.0,3.0,0.39,0.13,50.0,2.0,500.0,81.4,17.0,3.0,1.0,22.8,79.0,8.0,5.0,55.55555555555556
Joe-Rodon,wls WAL,Tottenham,24-024,DF,1997,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,94.4,2.0,2.0,0.0,42.9,7.0,0.0,0.0,0.0
Rodri,es ESP,Manchester City,25-146,MF,1996,810.0,9.0,9.0,1.0,0.11,0.0,0.0,0.22,20.0,10.0,673.0,92.8,12.0,2.0,1.0,38.8,103.0,17.0,14.0,77.77777777777779
Rodrigo,es ESP,Leeds United,30-254,"MF,FW",1991,762.0,10.0,10.0,2.0,0.24,1.0,0.12,0.94,42.1,19.0,197.0,75.8,7.0,0.0,0.0,31.5,127.0,11.0,8.0,66.66666666666666
Jay-Rodriguez,eng ENG,Burnley,32-109,FW,1989,216.0,8.0,1.0,0.0,0.0,1.0,0.42,1.25,27.3,11.0,28.0,66.7,0.0,1.0,0.0,20.8,53.0,5.0,2.0,33.33333333333333
Mads-Roerslev,dk DEN,Brentford,22-144,DF,1999,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,73.7,1.0,0.0,0.0,15.4,13.0,4.0,1.0,20.0
Cristian-Romero,ar ARG,Tottenham,23-202,DF,1998,533.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,85.4,22.0,9.0,0.0,44.2,77.0,17.0,12.0,66.66666666666666
Oriol-Romeu,es ESP,Southampton,30-052,MF,1991,937.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,467.0,83.5,17.0,4.0,0.0,32.5,160.0,27.0,16.0,57.14285714285714
Cristiano-Ronaldo,pt POR,Manchester Utd,36-283,FW,1985,644.0,8.0,7.0,4.0,0.56,3.0,0.42,1.54,39.3,28.0,190.0,84.1,2.0,0.0,0.0,16.2,37.0,0.0,0.0,0.0
Salomon-Rondon,ve VEN,Everton,32-060,FW,1989,433.0,7.0,5.0,0.0,0.0,0.0,0.0,0.21,12.5,8.0,65.0,65.7,0.0,0.0,0.0,25.6,86.0,4.0,1.0,20.0
Danny-Rose,eng ENG,Watford,31-136,DF,1990,540.0,6.0,6.0,0.0,0.0,1.0,0.17,0.0,0.0,2.0,194.0,70.3,9.0,6.0,0.0,38.9,72.0,20.0,13.0,61.904761904761905
Antonio-Rudiger,de GER,Chelsea,28-257,DF,1993,900.0,10.0,10.0,1.0,0.1,3.0,0.3,0.3,20.0,15.0,600.0,88.5,9.0,3.0,0.0,31.4,70.0,11.0,8.0,66.66666666666666
Lukas-Rupp,de GER,Norwich City,30-311,MF,1991,251.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,106.0,86.9,4.0,1.0,0.0,30.6,62.0,5.0,3.0,50.0
Jose-Sa,pt POR,Wolves,28-302,GK,1993,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,66.7,0.0,0.0,0.0,66.7,3.0,0.0,0.0,0.0
Allan-Saint-Maximin,fr FRA,Newcastle Utd,24-248,"FW,MF",1997,980.0,11.0,11.0,2.0,0.18,4.0,0.37,0.55,33.3,18.0,217.0,73.8,9.0,0.0,0.0,35.8,81.0,3.0,3.0,75.0
Romain-Saiss,ma MAR,Wolves,31-234,DF,1990,938.0,11.0,11.0,1.0,0.1,0.0,0.0,0.38,66.7,6.0,476.0,83.8,20.0,8.0,0.0,30.9,94.0,22.0,14.0,60.86956521739131
Bukayo-Saka,eng ENG,Arsenal,20-071,"FW,MF",2001,800.0,11.0,10.0,1.0,0.11,3.0,0.34,0.56,27.8,18.0,244.0,75.3,7.0,0.0,0.0,23.6,106.0,8.0,5.0,55.55555555555556
Mohamed-Salah,eg EGY,Liverpool,29-153,FW,1992,990.0,11.0,11.0,10.0,0.91,15.0,1.36,1.82,46.5,43.0,312.0,79.8,3.0,0.0,0.0,27.5,160.0,6.0,3.0,42.857142857142854
Mohammed-Salisu,gh GHA,Southampton,22-212,DF,1999,954.0,11.0,10.0,0.0,0.0,2.0,0.19,0.09,20.0,5.0,488.0,82.2,30.0,11.0,1.0,42.9,105.0,30.0,24.0,77.41935483870968
Albert-Sambi-Lokonga,be BEL,Arsenal,22-024,MF,1999,667.0,10.0,7.0,0.0,0.0,0.0,0.0,0.67,35.7,14.0,372.0,87.9,17.0,6.0,0.0,28.6,91.0,17.0,11.0,61.111111111111114
Davinson-Sanchez,co COL,Tottenham,25-156,DF,1996,368.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,157.0,88.2,4.0,8.0,0.0,35.9,39.0,8.0,3.0,33.33333333333333
Robert-Sanchez,es ESP,Brighton,23-362,GK,1997,989.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,72.7,0.0,0.0,0.0,33.3,3.0,0.0,0.0,0.0
Jadon-Sancho,eng ENG,Manchester Utd,21-235,FW,2000,345.0,8.0,3.0,0.0,0.0,0.0,0.0,0.26,33.3,3.0,175.0,85.4,3.0,2.0,0.0,27.5,69.0,2.0,1.0,33.33333333333333
Josh-Sargent,us USA,Norwich City,21-268,FW,2000,526.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,98.0,78.4,9.0,0.0,0.0,23.4,111.0,6.0,2.0,28.57142857142857
